produto_id,nome,categoria,marca,preco,estoque,data_cadastro
423,Fonte 650W,Impressora,AMD,8365.82,0,2025-02-25
424,SSD 240GB,HD,AMD,10078.69,486,2024-08-26
425,SSD 240GB,mouse,AOC,5462.15,231,2023-08-21
426,Headset Gamer,Memória,Samsung,R$500,54,2023-06-05
427,Teclado Mecânico,Monitor,Redragon,2829.4,476,99/99/9999
428,Ryzen 7,Placa de Vídeo,Dell,1865.82,456,2024-12-22
429,Ryzen 7,Impressora,LG,8307.33,221,2025-03-30
430,Memória 8GB,Memória,Acer,12232.36,53,2023-05-24
431,Mouse Gamer,Gabinete,Logitech,14454.63,496,2024-11-15
432,Core i5,Teclado,HP,10528.38,440,2023-08-19
433,Mouse Sem Fio,Gabinete,Corsair,13819.45,67,2023-10-23
434,Gabinete RGB,Fonte,Logitech,11416.41,287,2024-12-29
435,Notebook Office,Teclado,Lenovo,-100,-10,2022-11-26
436,HD 2TB,Processador,Dell,10257.19,74,2024-01-05
437,SSD 240GB,Processador,Acer,1555.15,444,2023-05-02
438,RTX 4060,Headset,Corsair,11956.57,356,2023-10-03
439,Impressora Laser,Placa de Vídeo,AOC,825.96,380,2023-04-07
440,Webcam HD,Headset,Logitech,10575.34,331,2023-02-01
441,Monitor 27,Memória,Lenovo,R$500,349,2025-02-13
442,Headset Gamer,Notebook,LG,2430.71,433,2023-10-23
443,Ryzen 5,Processador,Asus,11609.44,320,2022-05-30
444,Ryzen 7,Processador,AMD,4781.53,112,2024-04-06
445,HD 2TB,Headset,Kingston,3333.55,109,2024-12-22
446,Memória 16GB,Impressora,Corsair,8428.79,,2023-05-15
447,Monitor 27,Processador,Logitech,10244.62,164,99/99/9999
448,Ryzen 5,,Asus,12335.19,191,2024-11-18
449,Notebook Gamer,Teclado,Corsair,1457.43,497,2023-03-13
450,Webcam HD,Fonte,AOC,6374.66,53,2022-05-28
451,Notebook Office,SSD,AMD,2323.24,-10,2022-05-25
452,RTX 4060,Notebook,Acer,3430.13,132,2022-08-31
453,Monitor 24,Processador,Samsung,-100,316,2023-08-17
454,RTX 4060,Fonte,Dell,4534.23,44,2024-08-28
455,Core i5,Fonte,LG,3313.59,382,2023-09-03
456,Notebook Gamer,Processador,LG,13714.25,407,99/99/9999
457,Teclado Mecânico,Impressora,Logitech,8957.89,275,2023-12-06
458,SSD 240GB,SSD,HP,13586.31,435,2022-08-23
459,Monitor 24,Monitor,Lenovo,,436,2022-07-21
460,Fonte 750W,SSD,Kingston,8717.32,487,2022-05-23
461,Headset Gamer,Placa Mãe,Kingston,4780.43,230,2024-01-17
462,Headset Gamer,Memória,Lenovo,R$500,86,2024-01-07
463,Impressora Laser,Processador,Samsung,10999.93,449,2022-12-26
464,Core i5,Gabinete,Corsair,1247.97,143,2022-06-06
465,Core i7,Placa Mãe,HP,13383.74,,2022-03-17
466,Memória 16GB,Impressora,Redragon,8161.17,276,2023-08-19
467,Gabinete RGB,Headset,Kingston,7526.83,46,2022-12-06
468,Gabinete RGB,Mouse,Logitech,2122.75,81,2024-09-17
469,SSD 240GB,,AMD,625.49,cem,2024-01-10
470,Ryzen 7,SSD,AOC,mil,451,2023-06-24
471,Fonte 750W,Monitor,AMD,8561.0,192,2023-05-31
472,Memória 16GB,Placa de Vídeo,Kingston,13610.49,264,2022-01-14
473,SSD 1TB,Mouse,LG,2101.75,84,2024-01-12
474,Webcam HD,Fonte,Intel,12257.99,338,2024-09-08
475,Mouse Gamer,Mouse,LG,2435.47,426,99/99/9999
476,RTX 4060,Placa Mãe,Corsair,2220.04,85,2022-02-08
477,RX 7600,Placa de Vídeo,AOC,10925.06,420,2024-09-13
478,Impressora Laser,Fonte,AMD,12458.85,307,2023-06-26
479,SSD 240GB,Mouse,Samsung,10290.16,472,2022-02-03
480,Fonte 650W,Placa de Vídeo,Kingston,12896.68,258,2022-03-21
481,Mouse Gamer,Processador,AOC,7980.82,385,2022-01-03
482,Notebook Office,Memória,HP,11627.56,332,2024-09-14
483,Headset Gamer,Memória,LG,5730.92,301,2023-06-06
484,Core i5,Teclado,Dell,3503.04,439,2022-01-15
485,Memória 8GB,Monitor,LG,1785.07,3,2024-05-22
486,Fonte 650W,Fonte,Acer,3819.42,437,2023-02-22
487,Ryzen 5,SSD,Kingston,11761.15,247,2023-12-07
488,Webcam HD,Headset,Logitech,5983.98,70,2022-11-28
489,Headset Gamer,Notebook,LG,7634.99,402,2024-03-07
490,Fonte 650W,Monitor,Lenovo,99.25,46,2023-03-31
491,Fonte 650W,SSD,Logitech,9143.25,370,2022-04-28
492,Ryzen 7,Notebook,Redragon,12307.03,,2024-11-11
493,Fonte 750W,Notebooks,Samsung,3490.43,86,2023-07-20
494,Notebook Gamer,Monitor,Samsung,5309.85,202,2025-01-30
495,SSD 1TB,Teclado,Intel,12449.88,468,2024-04-07
496,Ryzen 7,Monitor,Redragon,3931.39,208,2024-11-17
497,RX 7600,Placa Mãe,Intel,13144.17,416,2023-05-14
498,Notebook Gamer,SSD,Samsung,14419.36,234,2024-02-23
499,RTX 4070,Processador,AMD,14913.09,346,2022-01-20
500,Memória 8GB,Notebooks,Intel,3964.98,147,2023-10-05
501,Teclado Mecânico,Teclado,HP,13416.86,137,2023-05-11
502,Memória 16GB,Monitor,Samsung,3117.54,103,2022-06-10
503,Memória 16GB,Placa de Vídeo,Kingston,-100,314,2023-07-17
504,Impressora Laser,Notebook,AMD,14766.23,468,2024-05-16
505,Impressora Laser,Monitor,Logitech,8120.7,257,2024-11-27
506,Monitor 27,Placa Mãe,AOC,10344.37,6,2023-06-16
507,Memória 16GB,Memória,HP,3957.48,137,2024-05-08
508,Core i7,Placa Mãe,Corsair,5597.2,437,2023-04-14
509,RTX 4060,Headset,Logitech,10817.82,411,2022-11-03
510,Fonte 750W,Gabinete,Asus,165.94,215,2024-09-23
511,Notebook Office,SSD,Intel,-100,290,2022-07-17
512,SSD 1TB,Memória,Samsung,5033.15,184,2023-12-21
513,Core i5,Headset,Lenovo,14447.49,101,2023-12-29
514,RTX 4060,Placa de Vídeo,Corsair,7666.46,396,2022-10-24
515,Core i7,Impressora,Samsung,9615.9,475,2022-06-12
516,Fonte 650W,SSD,Intel,3438.7,162,2024-01-14
517,Notebook Gamer,Teclado,Corsair,7823.62,230,2023-05-31
518,Monitor 27,Placa video,AMD,10516.44,40,31/02/2025
519,Monitor 24,Impressora,Acer,7869.26,42,2023-09-26
520,Mouse Sem Fio,mouse,AOC,11069.15,226,2023-10-29
521,RX 7600,Gabinete,AMD,7018.56,445,2022-12-29
522,Ryzen 7,Processador,Lenovo,6859.02,383,2023-12-13
523,SSD 1TB,Notebook,Dell,3422.38,45,2024-12-07
524,Headset Gamer,Headset,Intel,12722.24,176,31/02/2025
525,Teclado Mecânico,Processador,Acer,11973.51,cem,2024-03-19
526,SSD 1TB,,AMD,10729.77,330,2023-07-11
527,Monitor 24,SSD,Samsung,11149.04,414,2024-07-21
528,Mouse Gamer,notebook,LG,4096.57,318,2022-07-29
529,Mouse Gamer,,Asus,1893.09,224,2024-05-10
530,Memória 8GB,Headset,LG,11995.95,190,2022-04-25
531,SSD 1TB,Webcam,Dell,5898.48,278,2022-09-07
532,Webcam HD,Teclado,Intel,10725.94,197,2022-07-12
533,Memória 8GB,Gabinete,Dell,14732.1,242,2025-01-30
534,Notebook Office,Teclado,Samsung,3814.62,326,2023-04-29
535,RTX 4060,Notebook,Dell,4881.21,85,2025-04-05
536,SSD 240GB,Monitor,Corsair,7139.55,305,2023-11-25
537,Headset Gamer,Monitor,LG,mil,320,2024-09-26
538,RX 7600,Notebook,Logitech,14725.5,403,2024-02-13
539,Core i5,Teclado,Kingston,,460,2023-01-18
540,Core i5,Processador,LG,4868.74,239,2024-07-09
541,Ryzen 7,Mouse,Dell,3964.97,187,2024-01-16
542,Gabinete RGB,Processador,LG,,369,2023-08-03
543,Notebook Office,Mouse,LG,9620.74,56,2022-03-06
544,Ryzen 7,Placa Mãe,Lenovo,,50,2022-04-11
545,Monitor 24,Fonte,Dell,R$500,36,2024-01-10
546,Notebook Office,SSD,AMD,14074.89,212,2022-03-25
547,Monitor 27,Teclado,AMD,12520.16,39,2024-02-29
548,Core i5,Memória,Logitech,7902.36,127,2022-08-05
549,Monitor 27,Mouse,AMD,8656.92,345,2024-04-02
550,Memória 16GB,Processador,Asus,9869.83,273,2024-02-01
551,Core i7,Memória,Redragon,9505.95,422,2025-01-31
552,Notebook Gamer,SSD,Kingston,3826.26,492,2022-02-03
553,Memória 8GB,Monitor ,AMD,R$500,154,2024-11-13
554,Mouse Gamer,HD,Kingston,13890.32,79,2023-05-27
555,Teclado Mecânico,Gabinete,Asus,12169.89,47,2024-09-15
556,Monitor 27,SSD,Dell,12389.06,353,2025-03-26
557,RTX 4070,Webcam,Samsung,11706.23,471,2023-04-10
558,Notebook Office,Placa Mãe,LG,,,2023-11-01
559,RX 7600,Placa Mãe,AMD,3327.54,25,2022-07-04
560,Ryzen 5,Notebook,AMD,4360.95,201,2024-03-28
561,Mouse Gamer,Teclado,Intel,5989.94,222,2024-03-20
562,SSD 240GB,hd,Asus,2957.57,315,2025-03-25
563,Memória 16GB,Notebook,Redragon,10082.78,216,2023-09-17
564,Mouse Gamer,Impressora,AOC,5258.75,420,2023-04-24
565,Webcam HD,Notebooks,AOC,5619.84,387,13/08/2023
566,Teclado Mecânico,Processador,Redragon,R$500,241,2023-06-14
567,RTX 4060,Fonte,AMD,9353.17,72,2022-03-31
568,Notebook Office,Notebook,Samsung,920.45,102,2024-03-06
569,Notebook Gamer,Impressora,Corsair,9951.46,467,2024-03-02
570,Ryzen 5,Processador,Samsung,5722.9,500,2023-01-17
571,Ryzen 7,Placa de Vídeo,Acer,14502.53,-10,2022/11/18
572,Ryzen 7,Notebook,Corsair,5343.56,154,2023-06-12
573,SSD 1TB,HD,Acer,13358.22,417,2022-10-09
574,Gabinete RGB,Teclado,Kingston,5745.46,491,2022-11-09
575,Teclado Mecânico,Placa Mãe,AMD,4699.49,309,2023-02-19
576,RTX 4070,Headset,LG,4648.8,361,2025-03-02
577,Mouse Sem Fio,Impressora,LG,4776.09,285,2022-03-02
578,Webcam HD,Impressora,Corsair,13204.38,211,2023-07-15
579,Fonte 650W,Placa Mãe,Kingston,2835.25,67,2023-04-18
580,Ryzen 5,Webcam,Kingston,3479.07,13,2024-08-18
581,Mouse Sem Fio,Notebook,Acer,5621.91,436,2022-01-31
582,Impressora Laser,Mouse,Intel,14253.97,113,2024-09-30
583,Notebook Office,Webcam,Acer,13004.29,454,2023-10-03
584,Headset Gamer,Processador,Samsung,14088.3,292,2024-07-13
585,RTX 4060,Notebook,AMD,13168.95,449,2024-03-04
586,HD 2TB,SSD,Intel,9467.12,25,2022-12-07
587,RX 7600,Placa de Vídeo,Samsung,9204.75,27,2024-10-22
588,RTX 4060,Placa de Vídeo,Dell,11685.39,480,2023-01-02
589,SSD 1TB,Fonte,Logitech,13451.33,458,2022-12-02
590,Monitor 24,Memória,Logitech,1870.69,58,2024-11-13
591,Memória 8GB,Fonte,AOC,2415.3,281,2022-11-04
592,HD 2TB,Placa de Vídeo,Lenovo,2186.22,393,2023-01-06
593,Ryzen 5,Notebook,Kingston,mil,cem,2024-10-07
594,Fonte 650W,Teclado,AMD,8841.16,243,2023-07-24
595,Notebook Office,Notebook,LG,8372.08,422,2022-03-08
596,Monitor 27,Mouse,LG,12573.46,152,2023-08-06
597,RX 7600,HD,Dell,10378.87,304,2022-07-10
598,Core i5,Placa video,LG,4855.87,cem,2022-09-07
599,Teclado Mecânico,Monitor,Kingston,4130.79,269,2024-12-19
600,Headset Gamer,Placa Mãe,AOC,7265.27,352,2023-10-11
601,Core i7,Gabinete,Corsair,8635.64,319,2024-10-16
602,Teclado Mecânico,notebook,Intel,2715.01,312,2022-08-30
603,Memória 8GB,Headset,Corsair,3125.82,315,03-11-2023
604,Ryzen 7,Headset,Dell,10356.46,130,2022-08-22
605,Mouse Sem Fio,Webcam,Asus,5133.6,370,2024-09-08
606,RX 7600,Processador,Asus,11962.87,330,2024-08-05
607,Gabinete RGB,Processador,Dell,mil,380,2023-03-03
608,Mouse Gamer,Notebook,Asus,4989.16,469,2024-02-08
609,Monitor 27,Headset,Lenovo,12639.24,292,2023-10-07
610,RX 7600,SSD,HP,4087.03,44,2024-12-11
611,RX 7600,Headset,Intel,R$500,401,2024-10-21
612,Impressora Laser,Headset,AOC,5114.94,247,2022-07-21
613,Notebook Office,Gabinete,AOC,14071.6,346,2024-12-05
614,Monitor 24,Impressora,Dell,4678.5,22,2022-07-31
615,Teclado Mecânico,Teclado,Lenovo,mil,159,2023-07-21
616,SSD 1TB,Placa Mãe,AMD,11596.35,343,2024-11-18
617,Headset Gamer,Placa Mãe,HP,8147.08,281,99/99/9999
618,Ryzen 5,Notebook,Samsung,13385.8,276,31/02/2025
619,Headset Gamer,Placa Mãe,Asus,5890.91,360,2023-10-02
620,Impressora Laser,Placa Mãe,LG,2988.24,388,2022-07-10
621,Fonte 750W,Placa de Vídeo,Intel,13796.94,239,2023-04-20
622,RTX 4060,Impressora,Corsair,2172.95,458,2023-11-08
623,Memória 16GB,Webcam,LG,13238.41,-10,2023-08-02
624,Headset Gamer,HD,AMD,9074.51,65,2022-05-26
625,SSD 240GB,Placa de Vídeo,Acer,8000.53,205,2022-05-16
626,Core i7,Processador,Logitech,12212.46,302,2023-04-29
627,Ryzen 5,Placa Mãe,Intel,10050.69,378,2023-10-29
628,Fonte 650W,Webcam,Kingston,12333.91,90,2024-02-16
629,Core i7,Fonte,Redragon,9681.94,31,2022-01-01
630,Core i7,Teclado,Corsair,9920.0,231,2023-10-11
631,RTX 4070,Impressora,Asus,11919.31,347,2022-07-02
632,HD 2TB,notebook,Dell,9180.13,261,2025-02-20
633,Headset Gamer,Fonte,Asus,5401.48,cem,2024-02-23
634,Teclado Mecânico,Webcam,Asus,6539.15,108,2024-05-04
635,Notebook Gamer,Impressora,Intel,14961.89,,2024-06-13
636,RX 7600,Gabinete,Kingston,2053.92,70,2024-05-21
637,Memória 16GB,Memória,Kingston,6826.83,217,2022-01-16
638,Core i5,Notebook,Dell,12705.12,121,2025-03-09
639,Mouse Gamer,Processador,AOC,5541.31,297,2023-07-27
640,Fonte 750W,Fonte,Samsung,1191.95,455,2025-01-09
641,Notebook Gamer,Processador,Intel,4701.25,27,2025-03-21
642,Mouse Sem Fio,Monitor ,Logitech,6326.82,491,2025-02-28
643,Webcam HD,SSD,Intel,9446.91,cem,2022-06-18
644,SSD 1TB,SSD,Dell,1171.4,401,2022-08-17
645,Mouse Sem Fio,Gabinete,HP,13653.77,378,2024-09-20
646,Mouse Gamer,Webcam,LG,7920.29,16,2024-10-12
647,Fonte 750W,Placa Mãe,Logitech,6205.96,196,2023/12/08
648,HD 2TB,Headset,AMD,,59,2023-04-24
649,RTX 4070,Placa video,Acer,10590.0,242,2023-10-09
650,Memória 16GB,Memória,Kingston,10249.49,21,2023-07-13
651,RX 7600,Gabinete,HP,4020.98,50,2023-02-04
652,Monitor 24,NOTEBOOK,AMD,10172.22,-10,2022-08-01
653,Notebook Gamer,Notebook,Kingston,5285.72,371,2023-03-21
654,Fonte 650W,Fonte,Redragon,9578.48,362,2025-03-05
655,RX 7600,Monitor,Corsair,2787.83,56,2024-07-17
656,Impressora Laser,Mouse,Redragon,4160.23,218,2022-06-01
657,Mouse Sem Fio,Placa de Vídeo,HP,954.56,cem,2024-03-15
658,Fonte 650W,Impressora,Intel,7391.02,73,2023-06-15
659,Notebook Gamer,Mouse,Corsair,1112.33,292,2022-01-02
660,RTX 4060,Processador,Logitech,9975.8,136,2024-10-01
661,Core i5,Memória,Logitech,6070.61,372,2024-09-14
662,Notebook Office,Fonte,Samsung,8038.86,183,2024-01-19
663,HD 2TB,Mouse,AMD,14414.66,41,2022-03-22
664,Fonte 750W,Placa de Vídeo,Samsung,9917.8,153,2024-06-15
665,Monitor 24,Fonte,Lenovo,R$500,98,2024-10-20
666,Notebook Office,Gabinete,Dell,12517.07,cem,2024-04-10
667,Core i5,Placa Mãe,HP,12110.41,341,05-28-2022
668,Notebook Office,Fonte,LG,7343.64,9,2022-01-30
669,Fonte 650W,Placa Mãe,Samsung,768.37,157,2022-08-06
670,RTX 4070,Webcam,Logitech,8932.76,315,2024-04-03
671,Teclado Mecânico,Placa Mãe,LG,14638.28,294,2023/11/19
672,Mouse Sem Fio,Impressora,Kingston,2135.73,212,2022-03-25
673,Notebook Gamer,Monitor,Dell,11869.96,323,2022-01-15
674,Headset Gamer,Headset,Intel,1355.34,333,2022-09-17
675,Mouse Sem Fio,Notebook,Kingston,9604.59,267,2023-01-04
676,Memória 16GB,Processador,HP,9188.51,45,2023-01-29
677,Core i5,Placa de Vídeo,Redragon,7962.38,48,2023-03-03
678,Ryzen 5,Mouse,Corsair,2921.91,407,2022/03/30
679,Impressora Laser,Monitor,Logitech,4290.27,222,2022-04-18
680,Webcam HD,Placa Mãe,Asus,-100,-10,2024-05-08
681,SSD 240GB,Gabinete,Acer,10159.25,166,2023-02-14
682,Mouse Gamer,Placa Mãe,Intel,3325.53,cem,2022-12-31
683,SSD 1TB,Mouse,Dell,2063.34,368,03-10-2025
684,Memória 8GB,SSD,Kingston,1684.42,238,2022-11-18
685,Core i5,Monitor,Acer,9577.23,313,2024-12-04
686,Notebook Gamer,Gabinete,AOC,14935.05,302,2023-05-21
687,Mouse Gamer,Impressora,Dell,6525.05,113,2024-05-05
688,RTX 4070,Placa de Vídeo,Redragon,620.08,240,2022-07-20
689,RTX 4070,Mouse,Asus,3622.86,285,2023-08-29
690,Headset Gamer,Placa Mãe,Logitech,14984.3,8,31/02/2025
691,Memória 16GB,Gabinete,Corsair,6967.13,70,2022-01-03
692,HD 2TB,SSD,Logitech,1079.06,457,2025-01-15
693,Webcam HD,Processador,Corsair,3123.05,350,2024-01-16
694,Mouse Sem Fio,Gabinete,Samsung,1682.28,cem,2025-02-22
695,Ryzen 5,Headset,Kingston,3086.59,171,2023-03-06
696,Gabinete RGB,Notebook,Samsung,11418.07,164,2024-02-03
697,Core i5,Processador,Lenovo,7303.68,269,2024-07-14
698,Monitor 24,Impressora,Intel,12002.56,484,2022-06-28
699,SSD 1TB,Mouse,Intel,13471.23,-10,2022-11-05
700,Core i5,Placa de Vídeo,Asus,,321,2024-05-10
701,Ryzen 7,Memória,Kingston,9677.37,-10,2023-12-04
702,Core i5,SSD,Kingston,11806.63,248,2022-09-28
703,HD 2TB,Notebook,LG,4611.3,404,2023-12-25
704,HD 2TB,Mouse,AOC,14344.08,316,2022-11-11
705,Memória 16GB,Processador,Logitech,1771.42,162,2022-03-13
706,Mouse Sem Fio,Monitor,Dell,14670.78,75,2024-04-08
707,Notebook Gamer,Processador,AMD,11532.4,485,2023-11-10
708,Core i7,Headset,Kingston,4447.44,458,2024-06-24
709,Core i5,Notebook,Acer,1702.49,245,2023-03-28
710,Ryzen 7,Impressora,Redragon,1405.37,28,2023-07-24
711,Monitor 24,Memória,HP,1272.17,434,2024-10-01
712,Headset Gamer,HD,Acer,mil,483,2024/02/03
713,Teclado Mecânico,Placa de Vídeo,Logitech,5283.3,500,2024-05-01
714,Webcam HD,Mouse,AOC,4343.74,412,2022-06-26
715,Core i7,Monitor,Dell,4562.4,444,2024-04-18
716,Impressora Laser,Teclado,LG,4114.47,89,2024-02-21
717,HD 2TB,Gabinete,Intel,7368.97,421,05/04/2023
718,Ryzen 5,Fonte,Lenovo,2327.28,153,2024-05-04
719,SSD 1TB,Monitor,Kingston,13603.76,330,2024-01-11
720,Headset Gamer,HD,AMD,8492.31,444,2025/03/24
721,Headset Gamer,Mouse,Dell,2459.45,29,2023-07-13
722,Ryzen 7,Monitor,AMD,9550.98,489,2023-02-01
723,Memória 8GB,Webcam,AOC,2765.05,48,2023-09-09
724,Mouse Gamer,Monitor ,Asus,10475.55,185,2024-09-20
725,SSD 240GB,Headset,AMD,13815.19,83,2024-12-12
726,RX 7600,Monitor,AOC,10693.96,359,2022-09-26
727,RX 7600,Placa Mãe,AMD,7203.18,159,2023-12-02
728,Headset Gamer,Teclado,Lenovo,4584.17,381,2022-09-14
729,Monitor 24,Placa video,Redragon,14717.02,217,02/06/2024
730,SSD 1TB,Monitor ,Corsair,511.23,-10,2022-01-22
731,Teclado Mecânico,HD,Dell,11739.91,471,2022-07-05
732,Mouse Sem Fio,Headset,Logitech,11198.05,142,2023-05-11
733,Headset Gamer,SSD,LG,1043.69,-10,05/01/2025
734,Memória 16GB,Mouse,Intel,13865.0,471,2022-08-08
735,RTX 4070,HD,Samsung,5335.24,194,2024-08-12
736,Webcam HD,mouse,Intel,2055.97,390,2022-08-25
737,RX 7600,Memória,Lenovo,6865.05,376,2024-05-26
738,Memória 16GB,Fonte,Intel,1062.75,430,2022-08-04
739,RTX 4060,Monitor,Logitech,7849.48,346,12-12-2022
740,SSD 240GB,Gabinete,Intel,5092.7,304,2023-07-25
741,Fonte 750W,HD,Intel,11494.26,303,2024-04-08
742,SSD 1TB,Teclado,Corsair,7680.99,75,03/10/2022
743,RTX 4060,HD,LG,12458.08,255,2023-09-13
744,Ryzen 5,Teclado,Lenovo,1463.08,39,2024-10-16
745,Notebook Gamer,Notebook,Acer,3939.75,175,2022-09-01
746,Core i5,Headset,Lenovo,4732.1,-10,2022-12-03
747,Core i7,Fonte,AMD,2034.63,366,2025-01-09
748,Ryzen 5,Memória,Kingston,7149.15,cem,2023-12-24
749,Memória 16GB,Gabinete,Kingston,-100,31,2022-02-25
750,Memória 16GB,Notebook,Corsair,9384.79,194,2023-05-16
751,HD 2TB,Mouse,Dell,9728.28,303,2025-01-07
752,RTX 4070,Gabinete,Intel,6924.42,442,2022-02-15
753,Ryzen 5,Fonte,HP,5678.51,199,2023-11-20
754,Memória 16GB,Teclado,Intel,12175.63,341,2022-06-04
755,Core i7,Teclado,Kingston,8046.79,147,2022-07-08
756,Ryzen 5,HD,Redragon,8681.33,,2022-06-07
757,Memória 8GB,Memória,Lenovo,4541.67,411,2024-11-21
758,Ryzen 7,Placa Mãe,Intel,11456.36,92,2023-03-13
759,Core i5,Webcam,Redragon,12362.14,480,2024-06-07
760,Mouse Gamer,Gabinete,Corsair,10904.69,30,2023-09-07
761,RTX 4070,SSD,Corsair,6165.7,-10,2022-11-25
762,Notebook Gamer,Webcam,Lenovo,9026.46,207,2024-08-08
763,SSD 1TB,SSD,Redragon,14869.57,-10,2023-07-23
764,Notebook Office,Monitor,Asus,,436,2023-09-03
765,Monitor 24,Webcam,Logitech,13510.61,208,2022-10-15
766,Core i7,Impressora,AMD,8573.18,256,2023-05-31
767,Memória 8GB,Gabinete,Acer,1371.93,307,2023-04-29
768,RX 7600,Webcam,Kingston,3285.77,54,2022-04-25
769,Ryzen 5,SSD,Redragon,5633.08,485,2022-10-24
770,Fonte 650W,notebook,Logitech,10740.76,420,2023-05-06
771,Gabinete RGB,Webcam,HP,5782.66,327,2024-06-25
772,HD 2TB,Webcam,Redragon,13648.64,201,2023-04-28
773,Impressora Laser,Headset,Dell,12894.06,82,2023-07-16
774,Memória 8GB,Impressora,AOC,12351.5,481,2022-07-25
775,Core i5,Placa de Vídeo,Logitech,,259,2022-02-26
776,Mouse Gamer,,Corsair,9627.76,94,2023-09-18
777,Impressora Laser,Headset,LG,1251.84,80,2024-04-20
778,Mouse Sem Fio,Webcam,Asus,4804.6,244,2023-08-01
779,Core i7,Notebook,AMD,6229.16,93,2023-04-14
780,Notebook Office,Memória,Kingston,14612.43,101,2023-06-17
781,Headset Gamer,Headset,Intel,14371.33,87,2024-10-09
782,SSD 1TB,Placa de Vídeo,Acer,10709.18,97,2022-09-24
783,Gabinete RGB,Mouse,Acer,3114.96,110,2022/10/26
784,Gabinete RGB,Monitor,Dell,3547.57,230,2024-08-18
785,RTX 4060,Gabinete,Kingston,4862.22,354,99/99/9999
786,Memória 16GB,Fonte,Redragon,900.11,170,99/99/9999
787,Mouse Gamer,Processador,Dell,9302.47,154,2025-04-03
788,Mouse Gamer,Gabinete,AMD,2564.6,252,2024-06-05
789,SSD 1TB,Impressora,Acer,1770.29,22,2023-08-03
790,Memória 8GB,Mouse,Asus,3962.98,424,2024-10-03
791,RX 7600,Notebooks,Dell,2285.95,436,2023-04-16
792,Ryzen 5,mouse,Logitech,7064.31,83,2025-02-22
793,Memória 16GB,Webcam,Lenovo,7404.97,433,2023-01-05
794,Core i7,Notebook,AMD,11254.05,421,2025-03-14
795,Memória 8GB,NOTEBOOK,Acer,13807.79,126,2024-02-05
796,Headset Gamer,Placa de Vídeo,Corsair,14269.27,cem,2023-07-06
797,Webcam HD,Impressora,Redragon,,496,2025-03-11
798,Notebook Office,Processador,Kingston,12951.92,410,2024-02-21
799,Monitor 24,,LG,3842.36,122,2024-03-06
800,HD 2TB,Memória,Logitech,4288.34,385,2023-09-28
801,Ryzen 7,Placa de Vídeo,Acer,9060.63,183,2024-09-02
802,Fonte 650W,Fonte,Acer,9013.1,46,2022/07/10
803,Mouse Gamer,Processador,Corsair,14599.61,346,2024-12-10
804,Mouse Gamer,Fonte,Lenovo,7033.92,40,2023-05-25
805,Ryzen 7,Memória,Acer,4446.31,24,2022-07-13
806,Monitor 24,Notebook,Samsung,10810.24,416,2024-08-05
807,HD 2TB,Gabinete,Intel,,201,2024-07-10
808,Teclado Mecânico,Gabinete,Kingston,3990.81,494,2023-06-16
809,Mouse Sem Fio,Placa de Vídeo,Logitech,,273,2024-04-09
810,Fonte 650W,Fonte,Logitech,14487.74,308,2024-03-19
811,Headset Gamer,Webcam,Dell,-100,69,2023-03-05
812,Core i5,SSD,Redragon,2194.41,123,2024-08-07
813,Headset Gamer,Placa de Vídeo,Intel,6339.75,59,2022-02-10
814,RTX 4060,notebook,Samsung,8786.69,103,2024-06-03
815,HD 2TB,hd,Intel,12732.27,377,2024-11-17
816,SSD 240GB,Processador,Dell,9180.2,347,2024-05-14
817,Ryzen 5,Placa Mãe,Corsair,8307.77,137,2023-12-12
818,Memória 16GB,Processador,HP,6554.73,82,2023-11-26
819,HD 2TB,Memória,Acer,12804.74,366,2024-01-08
820,Headset Gamer,Fonte,Intel,12000.33,432,2022-09-22
821,Ryzen 5,Teclado,AMD,2361.59,251,2022-04-07
822,Ryzen 7,NOTEBOOK,Asus,5394.63,133,2024-05-31
823,Memória 8GB,Headset,Dell,3415.82,287,2025-02-14
824,Monitor 27,Impressora,Intel,2284.65,353,2024-07-25
825,Monitor 27,Notebook,AMD,11341.35,499,2022-08-04
826,HD 2TB,Headset,AMD,1788.53,105,2024-10-17
827,Monitor 27,Placa de Vídeo,Acer,1507.43,331,2022-01-14
828,SSD 1TB,Headset,Acer,12141.0,174,2024-01-09
829,SSD 240GB,Memória,Acer,3696.86,385,2024-04-18
830,Notebook Gamer,Headset,Dell,14278.57,264,2024-11-25
831,RTX 4070,notebook,Corsair,1289.98,161,2022-11-06
832,Ryzen 7,Memória,Acer,885.99,323,2025-02-07
833,Ryzen 7,Mouse,Logitech,10828.83,cem,2024-04-07
834,RX 7600,Impressora,Redragon,3092.9,278,2024-04-08
835,Webcam HD,Mouse,AMD,mil,43,2025-01-12
836,Fonte 750W,Notebook,Redragon,1410.44,282,2025-01-10
837,Ryzen 7,Notebook,AOC,3635.27,396,2024-02-03
838,Core i7,Placa de Vídeo,Asus,-100,63,2023-04-29
839,Gabinete RGB,Placa Mãe,HP,14835.22,289,2023-12-19
840,Headset Gamer,Gabinete,HP,10010.5,417,2022-08-04
841,Mouse Gamer,Webcam,Acer,8743.89,421,2022-06-17
842,Memória 16GB,Memória,Kingston,6384.8,66,2025-02-18
843,RX 7600,Placa de Vídeo,Logitech,5933.84,135,2024-05-03
844,Headset Gamer,Processador,Samsung,2182.31,65,2023-03-12
