pagamento_id,pedido_id,forma_pagamento,parcelas,bandeira_cartao,valor_pago,status,data_pagamento
1533,4148,Cartão,4,Hipercard,14892.91,PAGO,2024-10-18
1534,1406,Cartão,7,,150.73,PENDENTE,2024-05-08
1535,852,PIX,4,,2200.66,Estornado,2023-11-11
1536,1798,,6,,11810.51,ESTORNADO,2022-05-06
1537,4456,Cartão,2,American Express,5241.59,PENDENTE,2023-09-28
1538,5772,PIX,4,,650.1,ESTORNADO,2022-03-15
1539,9965,PIX,3,,13330.89,ESTORNADO,2024-11-22
1540,6952,Dinheiro,2,,1296.11,ESTORNADO,2022-03-27
1541,461,Boleto,9,,3126.54,PAGO,2023-05-06
1542,9479,Cartão,5,,2405.15,PENDENTE,2024-05-21
1543,7945,Cartão,1,Visa,12225.51,PAGO,2023-03-31
1544,1141,Boleto,12,,10657.6,PAGO,2022-01-16
1545,9246,Dinheiro,3,,13292.3,PAGO,2022-08-26
1546,8213,Boleto,,,4799.21,Pagoo,2022-10-17
1547,4566,Cartão,doze,Hipercard,4442.15,PENDENTE,2024-05-24
1548,9497,Dinheiro,2,,5655.45,,2023-02-03
1549,4359,PIX,1,,9232.6,PENDENTE,2023-02-15
1550,2987,Cartão,2,Mastercard,8700.24,PENDENTE,2023-11-17
1551,9614,PIX,-1,,13619.94,Pago,2023-03-04
1552,7680,Boleto,10,,6846.6,ESTORNADO,2024-04-05
1553,1496,Boleto,7,,3652.14,ESTORNADO,2024-10-10
1554,6680,Dinheiro,6,,2210.87,ESTORNADO,06/01/2022
1555,2315,PIX,9,,5879.02,PAGO,2022-10-21
1556,1877,Dinheiro,11,,3059.71,PAGO,2022-01-27
1557,10909,PIX,12,,584.99,PAGO,2023-04-18
1558,4566,Cartao,6,,8165.45,ESTORNADO,2024-05-05
1559,8746,PIX,9,,,PAGO,2024-07-26
1560,5694,Cartão,2,,14902.75,PAGO,2023-02-20
1561,8255,Boleto,,,1438.07,ESTORNADO,2022-08-01
1562,7960,Dinheiro,8,,10357.39,PAGO,2024-12-13
1563,5858,PIX,2,,10936.07,PENDENTE,2025-03-13
1564,3191,Dinheiro,11,,,PENDENTE,2025-04-10
1565,5210,PIX,3,,4865.41,ESTORNADO,2025-02-14
1566,8720,PIX,6,,459.31,PAGO,2022-10-12
1567,5776,Dinheiro,,,12025.46,Pendente,2023-01-12
1568,9739,Cartão,-1,Hipercard,,ESTORNADO,2022-11-04
1569,217,PIX,11,,,ESTORNADO,2024-04-15
1570,1951,PIX,7,,2538.86,PAGO,2024-05-17
1571,9408,Dinheiro,6,,3603.49,ESTORNADO,2024-01-23
1572,8128,Boleto,1,,10811.01,ESTORNADO,2024-05-28
1573,8790,Dinheiro,6,,13913.63,ESTORNADO,2025-01-25
1574,2622,Dinheiro,doze,,3253.2,PENDENTE,2023-05-15
1575,6694,Cartão,11,Elo,12440.23,PENDENTE,2023-09-18
1576,977,Boleto,12,,0,PAGO,31/02/2025
1577,7321,Cartão,,,7360.53,PAGO,2024-05-13
1578,9161,Boleto,2,,5328.12,ESTORNADO,2023-04-10
1579,2282,Dinheiro,10,,3987.05,ESTORNADO,2022-08-17
1580,5777,PIX,5,,14906.51,PAGO,2023-12-06
1581,838,Boleto,8,,3367.2,PAGO,2022-06-15
1582,5312,PIX,2,,7160.01,PENDENTE,2025-01-18
1583,6812,Dinheiro,4,,3726.81,PENDENTE,2022-12-08
1584,4217,PIX,3,,11303.8,PAGO,2023-04-25
1585,7070,Cartão,1,,11855.69,PAGO ,2025-01-10
1586,2049,Dinheiro,8,,3428.91,PAGO,2023-12-06
1587,1482,Boleto,11,,0,PAGO,2022-09-29
1588,6080,Dinheiro,7,,7009.04,ESTORNADO,2023-02-20
1589,4076,Dinheiro,,,5600.23,PAGO,2022-10-29
1590,1880,Dinheiro,10,,1915.08,PENDENTE,2024-10-28
1591,2550,PIX ,2,Hipercard,8913.68,PAGO,2025-03-02
1592,7393,Dinheiro,1,,6642.22,PENDENTE,31/02/2025
1593,8532,Cartão,9,Visa,7425.62,,2022-04-07
1594,779,Boleto,1,,9076.71,ESTORNADO,2024-05-18
1595,1578,boleto,2,,13332.21,ESTORNADO,11-01-2022
1596,8773,Cartão,6,Visa,mil,PAGO,2022-01-19
1597,9263,PIX,11,,14077.41,PENDENTE,03-29-2022
1598,1324,Boleto,12,,10764.73,PAGO,2023-10-19
1599,3551,Dinheiro,1,,7945.71,PAGO,2024-08-25
1600,6479,Boleto,6,,5854.49,PAGO,2024-04-30
1601,6974,Cartão,10,Mastercard,5328.54,PAGO,2024-07-28
1602,8921,Dinheiro,12,,4311.7,PAGO,2024-03-11
1603,2883,Dinheiro,doze,,3087.81,PAGO,2023-01-16
1604,3716,PIX,10,,R$500,ESTORNADO,2024-11-11
1605,11109,Cartão,7,Visa,8277.07,PAGO,2023-12-07
1606,2968,Cartão,12,Visa,,ESTORNADO,2024-02-12
1607,2379,PIX,2,,8157.38,PAGO,2024-03-31
1608,7872,Boleto,11,,6734.03,ESTORNADO,2022-08-07
1609,1809,Boleto,9,,12807.94,PENDENTE,2024-10-05
1610,5135,Dinheiro,4,,1438.8,PENDENTE,2024-04-28
1611,9777,Boleto,10,,6169.6,PENDENTE,2024-12-22
1612,2732,PIX,2,,11458.87,ESTORNADO,2023-02-03
1613,1975,boleto,,Elo,7063.69,ESTORNADO,2024-01-31
1614,5455,Cartão,6,,10428.77,PAGO,2022-11-12
1615,5279,Boleto,2,,6580.42,PENDENTE,2023-06-05
1616,6898,Cartão,2,,12287.13,PAGO,2023-03-02
1617,9091,Pix,doze,,3521.64,PENDENTE,2024-05-27
1618,5012,Cartao,10,,8084.92,PAGO,2023-11-05
1619,1523,Dinheiro,7,,7633.17,Estornado,2023-08-25
1620,2954,Boleto,3,,9763.83,ESTORNADO,2024-04-23
1621,4025,Cartão,12,Elo,3535.63,PENDENTE,2023-07-09
1622,505,Cartão,12,Visa,4207.07,PENDENTE,2022-05-14
1623,6825,Boleto,1,,9198.08,ESTORNADO,2022-10-02
1624,5322,boleto,11,,0,PAGO,12-26-2022
1625,3963,Dinheiro,7,,10672.65,PENDENTE,2025-01-14
1626,3144,PIX,10,,mil,PENDENTE,2023-02-17
1627,8477,Cartão,4,Elo,3875.17,PENDENTE,2024-01-12
1628,2880,Boleto,,,10917.33,PAGO,2023-12-13
1629,9166,Boleto,10,,4094.25,PENDENTE,2024-08-21
1630,11561,Boleto,8,,1886.52,ESTORNADO,2023-08-07
1631,6586,Dinheiro,9,,-500,PENDENTE,2024-06-06
1632,11554,Boleto,10,,6615.91,PAGO,2024-09-10
1633,11491,Dinheiro,12,,4900.37,ESTORNADO,2023-01-06
1634,12000,Boleto,10,,13316.13,PAGO ,2023-04-15
1635,5094,PIX,3,,12375.86,ESTORNADO,2022-09-12
1636,546,Cartão,6,Mastercard,854.34,ESTORNADO,2022-05-27
1637,4086,Boleto,10,,3682.52,ESTORNADO,2022-06-12
1638,2316,Dinheiro,9,,R$500,ESTORNADO,2024-09-29
1639,8589,Dinheiro,8,,750.61,PAGO,2023-06-13
1640,9794,Pix,12,,11086.47,PAGO,2022-04-08
1641,3602,PIX,8,,4535.77,PENDENTE,2022-03-26
1642,9082,Dinheiro,8,,3989.19,PENDENTE,2023-01-25
1643,7532,Boleto,1,,0,Pendente,2024-06-30
1644,4884,PIX,2,,-500,PENDENTE,2024-04-17
1645,5851,Cartão,4,Elo,11178.08,ESTORNADO,2023-02-15
1646,2133,Pixx,,,14758.12,Estornado,2024-01-11
1647,1275,PIX,10,,10347.73,ESTORNADO,2023-07-21
1648,1254,Boleto,12,,4610.06,PENDENTE,2024-04-22
1649,6282,Cartão,12,Elo,9219.37,ESTORNADO,2022-12-03
1650,3794,PIX,12,,2723.6,ESTORNADO,15/11/2022
1651,5810,PIX,4,,13137.55,ESTORNADO,2024-10-21
1652,4279,Dinheiro,5,,0,PAGO,2024-01-02
1653,8803,Dinheiro,7,,4665.21,Estornado,2023-02-05
1654,6856,Boleto,9,,12224.43,PENDENTE,2022-04-29
1655,8561,Boleto,12,,13295.17,PAGO,2023-12-08
1656,2914,Cartão,9,American Express,3098.9,PAGO,2024/12/27
1657,6311,Cartão,5,Mastercard,1924.49,ESTORNADO,2022-04-17
1658,1665,Cartão,2,Hipercard,7734.86,PAGO,2023-12-31
1659,885,PIX,6,,,PAGO,2024-04-14
1660,8996,Boleto,11,,11525.45,PENDENTE,2023-01-12
1661,1611,PIX ,7,Elo,,ESTORNADO,2024-02-23
1662,6235,PIX,1,,901.92,ESTORNADO,2022-06-21
1663,8180,Boleto,11,,6043.58,ESTORNADO,2022-06-26
1664,183,Boleto,10,,,ESTORNADO,2024-08-06
1665,4380,Boleto,10,,7410.32,PAGO,2022-04-02
1666,10779,,-1,,13947.62,ESTORNADO,2024-07-12
1667,6540,Boleto,1,,10775.9,PAGO,2022-07-12
1668,5395,Boleto,7,,12082.78,PAGO,31/02/2025
1669,860,Dinheiro,11,,1937.09,PAGO,2023-07-22
1670,7328,PIX,10,,9238.67,PAGO,2023-05-19
1671,9332,Boleto,5,,1119.8,ESTORNADO,2022-07-10
1672,6699,Dinheiro,4,,9601.28,ESTORNADO,2024-12-18
1673,6781,Boleto,7,,10337.72,PAGO,2022-01-04
1674,1816,Cartão,3,Visa,3697.13,PAGO,2024-10-11
1675,6541,Boleto,6,,12029.62,PAGO,2022-06-16
1676,5282,Boleto,11,,11813.63,PENDENTE,2023-08-20
1677,6321,Cartão,7,,6667.57,PAGO,2022-05-28
1678,7141,Boleto,2,,0,PENDENTE,2024-03-22
1679,617,PIX,12,,4922.67,PENDENTE,2022-12-09
1680,6721,pix,10,,9433.87,PENDENTE,2023-09-07
1681,1180,Boleto,4,,6590.73,PAGO,2022-02-02
1682,9598,Cartão,7,Hipercard,,PENDENTE,2023-02-27
1683,4898,PIX,2,,8997.53,PAGO,2024-01-02
1684,3564,Cartão,1,Elo,10110.19,PENDENTE,2024-09-05
1685,4375,Boleto,12,,5943.45,PENDENTE,2024-07-23
1686,6068,PIX,3,,8597.35,ESTORNADO,2022-12-31
1687,4007,Boleto,11,,8564.06,Pago,2023-03-07
1688,5013,Cartão,7,,8064.91,ESTORNADO,2022-04-21
1689,3949,Boleto,2,,5199.7,PENDENTE,2023-08-13
1690,4307,Cartão,11,Elo,1094.91,ESTORNADO,2023-12-03
1691,7993,Boleto,2,,5914.75,PENDENTE,2025-04-07
1692,5637,Dinheiro,12,,,PENDENTE,2024-04-20
1693,3497,Boleto,8,,48.18,PAGO,2024-09-28
1694,4024,Boleto,,,8348.45,ESTORNADO,99/99/9999
1695,6362,pix,,,mil,PENDENTE,2025-01-17
1696,9788,Cartão,9,Visa,4702.76,ESTORNADO,2025-04-13
1697,6584,Cartão,6,Hipercard,14973.25,PENDENTE,2022-09-30
1698,3513,Boleto,2,,0,Pagoo,2023-09-27
1699,3715,Dinheiro,7,,12768.97,PAGO,2022-02-15
1700,181,PIX,8,,10109.7,PAGO,2023-01-07
1701,6801,Cartão,12,Elo,7073.72,ESTORNADO,2022-09-16
1702,3214,Cartão,2,Mastercard,3972.53,ESTORNADO,2022-10-28
1703,5016,Dinheiro,6,,6783.54,PENDENTE,2022-07-19
1704,8722,PIX ,2,,3223.16,PENDENTE,2024-06-29
1705,7027,Boleto,2,,8065.13,PENDENTE,2023-10-25
1706,978,pix,,,2785.07,PAGO,31/02/2025
1707,7917,Dinheiro,2,,14570.44,PAGO,2022-07-12
1708,685,Boleto,9,,7862.82,ESTORNADO,2024-03-03
1709,5383,Dinheiro,,,9229.08,PENDENTE,2023-05-28
1710,9325,PIX,10,,10795.39,PENDENTE,2022-05-22
1711,6124,PIX,-5,,5968.65,ESTORNADO,2024-03-26
1712,5586,Cartão,7,Mastercard,,PAGO,2023-04-20
1713,6031,Cartão,-5,,12416.79,PAGO,2023-06-04
1714,3567,Boleto,2,,409.45,PAGO,2025-04-08
1715,9278,PIX,4,,5096.34,Pago,2025-03-19
1716,2123,Boleto,12,,5742.16,PENDENTE,2025-02-18
1717,9132,PIX ,7,,6873.43,ESTORNADO,2024-07-20
1718,3821,PIX,11,,11443.13,PAGO,2024-10-20
1719,4326,Boleto,2,,11696.63,PENDENTE,2022-07-09
1720,11218,PIX,6,,12679.98,PAGO,2022-08-29
1721,840,Dinheiro,10,,7100.39,PENDENTE,2025-03-26
1722,8306,Boleto,5,,14150.23,ESTORNADO,2024-06-07
1723,9669,Cartão,11,Visa,10773.07,Pendente,2024-06-18
1724,7675,PIX,11,,3092.71,ESTORNADO,31/02/2025
1725,3906,Boleto,,,1967.65,ESTORNADO,05-11-2023
1726,3534,Cartão,5,Hipercard,4213.25,PAGO,2022-01-05
1727,5633,Cartão,,Hipercard,5128.53,ESTORNADO,2024-02-23
1728,4341,Boleto,9,,13289.0,ESTORNADO,2022-01-21
1729,5933,Boleto,5,,13569.62,ESTORNADO,2024-05-18
1730,7318,Dinheiro,1,,10187.46,Pagoo,2023-10-30
1731,6795,Cartão,10,Mastercard,11639.77,ESTORNADO,2022-06-06
1732,2581,Boleto,10,,,PENDENTE,2023-01-10
1733,8300,PIX,8,,87.25,Pago,2022-01-08
1734,8014,Boleto,5,,5511.28,PENDENTE,2022-09-27
1735,5236,PIX,doze,,,PENDENTE,2023-01-22
1736,9386,Boleto,9,,14286.16,PAGO,2022-11-11
1737,6576,Dinheiro,2,,R$500,Pago,2024-09-16
1738,454,Cartão,6,Visa,1122.74,PAGO,2022-01-08
1739,9427,Cartão,8,Mastercard,8790.65,ESTORNADO,2023-03-09
1740,7269,PIX,5,,9031.1,PAGO,2024-08-15
1741,9549,Dinheiro,3,,5794.47,PENDENTE,2024-07-09
1742,7115,Dinheiro,8,,2594.33,PENDENTE,2024-02-10
1743,1808,Boleto,7,,11295.2,PENDENTE,2024-12-29
1744,4864,Cartão,5,Visa,-500,PENDENTE,2023-08-13
1745,6644,Dinheiro,12,,mil,ESTORNADO,2023-07-04
1746,961,PIX,11,,4994.67,PENDENTE,2023-11-04
1747,209,PIX,11,,1005.31,PENDENTE,2022-11-20
1748,3971,Boleto,10,,6270.5,PENDENTE,2022-12-01
1749,7619,Cartão,0,,4880.22,PAGO,2023-10-01
1750,7400,Dinheiro,-5,,12633.68,ESTORNADO,2022-05-06
1751,7257,Boleto,5,,14192.42,PAGO,2023-01-11
1752,5682,Cartão,9,Mastercard,,ESTORNADO,2023-07-22
1753,3412,PIX,3,,14786.69,PENDENTE,2024-07-28
1754,10510,Cartão,6,Hipercard,691.44,PAGO,99/99/9999
1755,4371,PIX,,,2295.24,ESTORNADO,2024-11-11
1756,584,Dinheiro,9,,1149.01,PAGO,2023-06-05
1757,1121,Dinheiro,2,,5011.06,PENDENTE,2023-07-23
1758,286,Dinheiro,2,,11179.81,PAGO,2022-01-02
1759,1199,Boleto,1,,4351.64,PAGO,2023-01-24
1760,6922,PIX ,9,,649.65,ESTORNADO,2024-11-17
1761,9131,PIX,9,,8916.57,PAGO,2025-01-02
1762,1452,Boleto,7,,13965.84,PAGO,31/02/2025
1763,2558,Dinheiro,,,12365.35,ESTORNADO,2024-11-22
1764,472,Cartão,1,Hipercard,11534.32,ESTORNADO,2025-01-28
1765,7561,PIX,5,,5825.17,PENDENTE,2022-07-26
1766,4987,Boleto,7,,700.6,ESTORNADO,28/10/2022
1767,2207,Boleto,9,,,PENDENTE,2024-02-15
1768,9130,Dinheiro,2,,8886.7,PAGO,2024-02-07
1769,4753,Boleto,6,,376.15,,2024-10-12
1770,7508,Cartão,-5,Elo,,PAGO,2023-08-20
1771,2579,Boleto,10,,14053.84,PAGO,2024-03-04
1772,8136,Cartão,,,1514.65,ESTORNADO,2023-04-05
1773,4702,PIX,6,,5745.98,PENDENTE,2022-07-29
1774,11111,PIX,6,,1060.36,PENDENTE,2022-03-10
1775,6253,Cartão,7,Hipercard,1261.81,PAGO,2023-06-16
1776,2445,Boleto,9,,8172.41,PENDENTE,2022-08-14
1777,518,Cartão,7,American Express,,ESTORNADO,2023-06-25
1778,1516,PIX,2,,12222.45,ESTORNADO,2025-02-04
1779,10191,Boleto,0,,14532.96,PAGO,2023-12-02
1780,3793,Cartão,,American Express,9549.99,PENDENTE,2024-03-02
1781,4849,Dinheiro,9,,3205.95,PAGO,2023-11-03
1782,7740,Boleto,1,,6835.81,PENDENTE,2022-01-08
1783,3763,Cartão,10,Hipercard,1616.01,PAGO,2022-02-04
1784,6990,Dinheiro,6,,3521.47,PAGO,2023-11-12
1785,1551,PIX ,6,Hipercard,3403.37,PAGO,2025-04-10
1786,11331,Boleto,9,,-500,PAGO,2024-06-29
1787,3636,Dinheiro,6,,8620.35,PENDENTE,2024-05-16
1788,599,Boleto,10,,373.92,PAGO,2024-11-28
1789,9252,Dinheiro,12,,13885.75,PENDENTE,2022-04-24
1790,9596,Cartão,7,Mastercard,9405.09,PENDENTE,2025-03-09
1791,7006,Cartão,5,,7608.37,ESTORNADO,2023-05-14
1792,2514,Dinheiro,-1,,12184.81,ESTORNADO,2024-03-10
1793,547,Dinheiro,1,,5492.06,ESTORNADO,2024-03-16
1794,9625,Cartão,6,Elo,11256.73,PAGO ,09-22-2024
1795,9819,Cartão,5,,9927.95,PENDENTE,2022-04-23
1796,2845,Dinheiro,1,,126.18,Pendente,2025-04-13
1797,9206,Boleto,5,,,ESTORNADO,2024-02-08
1798,10541,Dinheiro,8,,1935.29,ESTORNADO,2024-04-25
1799,5945,,12,,6296.48,pago,2023-08-12
1800,6299,PIX,11,,9452.8,ESTORNADO,2023-10-11
1801,10500,PIX,7,,12717.3,PENDENTE,2022-10-14
1802,8744,Cartão,11,Visa,12079.52,PENDENTE,2023-01-17
1803,6791,Boleto,5,,4533.25,ESTORNADO,08-26-2022
1804,3618,PIX,7,,3877.41,ESTORNADO,2024-03-06
1805,2735,Dinheiro,9,,7194.06,ESTORNADO,2022-12-11
1806,2926,Dinheiro,0,,10878.19,PAGO,2024-08-17
1807,7461,Cartão,10,American Express,12462.06,PENDENTE,2022-05-12
1808,3549,Dinheiro,8,,197.5,ESTORNADO,2022-11-25
1809,11941,PIX,9,,663.56,PENDENTE,2023-04-03
1810,2807,PIX,1,,13321.88,ESTORNADO,2022-01-06
1811,108,PIX,10,,0,PAGO,2024-03-21
1812,10745,Boleto,0,,4993.61,ESTORNADO,2022-12-21
1813,781,PIX,4,,6286.76,PENDENTE,2022-10-19
1814,4500,Cartão,8,American Express,4976.79,PAGO,2024-03-22
1815,6915,Dinheiro,10,,5794.89,ESTORNADO,2024-03-08
1816,6406,Boleto,10,,6975.33,PAGO,2024-04-25
1817,2785,PIX,,,1961.32,PAGO,2023-02-04
1818,2662,Boleto,6,,,PAGO,2023-09-15
1819,4441,PIX,12,,12765.48,PENDENTE,2023-11-07
1820,5319,Boleto,9,,10293.63,PAGO,2023/05/03
1821,8744,PIX,12,,11393.3,PENDENTE,2023-03-27
1822,11509,Boleto,11,,10967.94,ESTORNADO,2023-01-21
1823,9707,Cartão,,Hipercard,10635.45,PENDENTE,2025-03-13
1824,5844,Dinheiro,1,,11973.92,PAGO,2022-01-16
1825,3208,Boleto,8,,6500.69,ESTORNADO,2023-07-30
1826,1734,PIX,12,,3711.32,ESTORNADO,2023-03-28
1827,7959,Boleto,3,,7710.19,ESTORNADO,10/03/2025
1828,7705,Cartão,8,American Express,8819.04,ESTORNADO,2023-06-02
1829,5075,Boleto,2,,12752.99,PAGO,2023-09-02
1830,5811,PIX,12,,5877.17,ESTORNADO,2025-03-08
1831,7571,Dinheiro,6,,7604.1,PENDENTE,2023-09-26
1832,10907,Boleto,11,,603.37,ESTORNADO,2023-01-31
1833,419,PIX,8,,7627.76,PAGO,2023-11-28
1834,9083,Boleto,11,,11492.1,ESTORNADO,2023-10-05
1835,5424,Pix,5,,9353.57,PAGO,2022-03-10
1836,5849,Boleto,0,,5183.25,Pagoo,2024-01-09
1837,7703,Dinheiro,2,,,PAGO,2022-03-02
1838,6640,PIX,,,2549.52,PAGO,2023-06-10
1839,5306,Boleto,doze,,5007.85,PAGO,2023-04-21
1840,7998,Dinheiro,,,8656.84,ESTORNADO,2022-10-19
1841,10910,PIX,3,,-500,PAGO,04/08/2024
1842,5584,PIX,3,,599.32,PAGO,2025-02-02
1843,3894,Cartão,,,11025.68,PAGO,2022-06-24
1844,6847,PIX,1,,13467.78,PAGO,2024-10-02
1845,8773,Dinheiro,3,,13362.15,PAGO,2022-12-09
1846,9453,PIX,5,,3895.12,ESTORNADO,2022-02-09
1847,4347,Dinheiro,3,,10427.72,PENDENTE,99/99/9999
1848,4467,Dinheiro,6,,7188.7,PENDENTE,2024-03-27
1849,9810,Cartao,9,,11953.8,PAGO,2024-11-22
1850,546,boleto,7,,10934.96,PENDENTE,2022-05-12
1851,9546,Cartão,2,Mastercard,13204.16,PENDENTE,2022-06-25
1852,9116,Boleto,,,315.41,PENDENTE,2022-03-22
1853,1696,PIX,8,,12408.61,PAGO,2023-08-25
1854,10961,pix,2,,,pago,2023-08-15
1855,2679,Cartão,12,Visa,10246.51,PAGO,2024-08-01
1856,5469,Cartão,10,,6345.47,ESTORNADO,2023-06-13
1857,2716,PIX,5,,R$500,PENDENTE,2023-04-16
1858,6943,Dinheiro,12,,8609.96,ESTORNADO,2022-07-01
1859,7501,Boleto,10,,9866.34,PENDENTE,2023-11-23
1860,2801,Boleto,12,,696.09,PENDENTE,2022-10-25
1861,9686,PIX,2,,13522.41,PAGO,2025-02-08
1862,5268,Cartão,3,American Express,1164.08,PENDENTE,25/12/2024
1863,2560,Cartão,11,Mastercard,12879.22,Pendente,2025-03-22
1864,7935,PIX,12,,9154.17,PAGO,2024-07-22
1865,7894,Pix,11,,7127.11,PAGO,2023-01-06
1866,7011,Dinheiro,10,,14897.4,ESTORNADO,2022-01-09
1867,2232,Cartão,7,,14920.92,PAGO,2024-02-11
1868,8454,PIX,2,,2314.8,PENDENTE,2024-01-08
1869,6588,Cartão,doze,,2002.05,PAGO,02-15-2024
1870,7365,Boleto,4,,3736.18,PAGO,2022-11-28
1871,7481,,7,,2837.03,PAGO,2022-04-08
1872,6819,PIX,6,,10460.38,PENDENTE,2022-02-28
1873,9028,Cartão,6,,R$500,PAGO,2024-12-13
1874,2878,Cartão,0,Hipercard,12613.67,PENDENTE,2024-07-31
1875,2746,Cartão,12,Mastercard,2406.94,PAGO,2024-03-08
1876,8874,Boleto,3,,7078.55,ESTORNADO,2023-07-05
1877,1311,PIX,7,,2746.31,ESTORNADO,2023-05-13
1878,6968,Cartão,-5,Hipercard,14311.52,PAGO,2022-09-15
1879,3615,Cartão,3,Visa,8270.25,PENDENTE,2024-12-03
1880,3653,Dinheiro,8,,9745.6,Pendente,2024-03-29
1881,7541,Cartão,9,Hipercard,5876.79,PENDENTE,2023-04-13
1882,2922,PIX,12,,mil,ESTORNADO,2025-04-08
1883,11137,Cartão,7,,4133.31,PENDENTE,13/11/2024
1884,3954,Dinheiro,2,,13009.83,PENDENTE,2025-01-12
1885,1917,Boleto,4,,3116.46,PENDENTE,2024-02-20
1886,7070,Boleto,8,,10458.63,ESTORNADO,2023-05-07
1887,6337,Cartão,10,Hipercard,10656.9,PAGO,2022-11-25
1888,2147,Boleto,3,,12138.9,PAGO,2022-05-18
1889,3031,PIX,5,,12486.82,Pendente,2023-06-21
1890,422,Cartão,5,,14267.05,PAGO,2022-01-20
1891,2833,Cartão,7,,3518.6,ESTORNADO,2023-12-26
1892,5194,PIX,12,,423.11,PENDENTE,2022-06-28
1893,1866,Cartão,5,Mastercard,0,ESTORNADO,2024-08-03
1894,6816,PIX,-1,,7413.66,PENDENTE,2022-03-22
1895,9701,Boleto,9,,534.86,ESTORNADO,2025-03-18
1896,9433,PIX,9,,2328.12,ESTORNADO,2024-03-27
1897,4922,PIX,8,,1294.44,ESTORNADO,2022-03-03
1898,3375,Cartão,1,Elo,mil,,2024-10-12
1899,2515,Boleto,12,,12897.76,PENDENTE,2024-10-28
1900,1521,PIX,6,,11562.74,ESTORNADO,2024-03-28
1901,373,PIX,6,,8915.24,PENDENTE,2023-03-23
1902,972,pix,8,,1639.26,Estornado,2023-03-19
1903,502,Dinheiro,6,,13345.49,PENDENTE,2022-01-11
1904,8076,Cartão,3,American Express,7878.49,PENDENTE,2022-08-23
1905,6895,PIX,4,,13791.68,ESTORNADO,2023-01-30
1906,3941,PIX,1,,3886.3,PAGO,2023-06-29
1907,3783,Dinheiro,2,,1971.44,PENDENTE,2022-01-10
1908,1818,Boleto,5,,11992.81,PENDENTE,2022-07-28
1909,509,Cartão,-5,American Express,1160.4,ESTORNADO,2022-12-26
1910,8205,Cartão,7,Mastercard,R$500,PENDENTE,2023-11-24
1911,5803,Dinheiro,7,,449.36,PAGO,2024-12-06
1912,9619,Dinheiro,5,,10311.1,ESTORNADO,2022-04-24
1913,5323,Dinheiro,1,,,ESTORNADO,2023-01-23
1914,4254,PIX,4,,4140.92,ESTORNADO,2025-03-14
1915,9444,Boleto,12,,1879.22,PAGO,2024-09-01
1916,5796,Dinheiro,3,,7130.27,PAGO,2024-07-04
1917,5015,Dinheiro,10,,9940.71,PENDENTE,2024-11-19
1918,1493,PIX,1,,1375.65,PAGO,2023/05/06
1919,9278,Boleto,9,,4241.99,ESTORNADO,2025-01-14
1920,3495,Dinheiro,3,,10124.05,PENDENTE,2024-02-14
1921,7477,Dinheiro,,,12422.52,PENDENTE,23/07/2023
1922,7990,PIX,2,,14832.91,PAGO,2022-05-04
1923,7496,Boleto,5,,2603.48,PENDENTE,2023-05-09
1924,7912,,9,,10126.86,ESTORNADO,2022-06-27
1925,9092,PIX,doze,,14534.3,PAGO,2023-02-21
1926,3523,Boleto,8,,966.4,PENDENTE,99/99/9999
1927,347,Dinheiro,1,,12164.92,PENDENTE,03/12/2022
1928,9350,Cartão,5,Mastercard,7579.01,ESTORNADO,31/02/2025
1929,4693,Boleto,6,,5936.61,PENDENTE,2023-07-10
1930,9461,Boleto,1,,mil,PAGO,2023-03-20
1931,6373,Cartao,6,,2594.02,PENDENTE,2024-02-20
1932,1418,Dinheiro,9,,5155.59,ESTORNADO,2022/02/20
1933,3440,Dinheiro,12,,13863.76,PENDENTE,2024-11-30
1934,2291,Cartão,-1,Elo,10119.06,PAGO,2025-01-17
1935,5115,Pix,11,Mastercard,3130.09,PAGO,2024-11-19
1936,4603,Boleto,7,,9526.57,PAGO,2024-02-01
1937,1863,Dinheiro,7,,8579.08,PENDENTE,2022-07-16
1938,8838,Cartão,8,Hipercard,9318.45,PAGO,2024-12-05
1939,3346,Boleto,12,,14424.07,ESTORNADO,2023-03-22
1940,1316,Boleto,,,3585.58,PAGO,31/02/2025
1941,7118,Dinheiro,11,,10072.99,PAGO,2024-05-27
1942,9168,Boleto,12,,9242.25,ESTORNADO,2024-03-31
1943,7238,Boleto,4,,8599.96,,2024-04-29
1944,6030,Cartao,2,Hipercard,0,ESTORNADO,2024-02-10
1945,2749,Boleto,12,,5870.01,PENDENTE,2022-05-14
1946,6414,PIX,2,,8712.3,Pagoo,2023-09-26
1947,7329,Cartão,,American Express,7046.05,PENDENTE,2023-02-10
1948,10717,Boleto,12,,9860.85,PENDENTE,2024-10-08
1949,3831,Dinheiro,-5,,13235.1,ESTORNADO,2023-09-13
1950,7251,PIX,10,,7939.4,ESTORNADO,2022-03-25
1951,5299,PIX,3,,3611.36,ESTORNADO,2024-12-18
1952,5407,Pix,2,,,PAGO,2023-08-19
1953,12,Boleto,10,,12039.67,PAGO,2023-01-17
1954,5539,PIX,4,,10910.83,ESTORNADO,2022/04/01
1955,2010,Boleto,9,,9040.62,PAGO,2022-01-01
1956,425,pix,-5,Mastercard,5094.26,PENDENTE,18/02/2025
1957,9794,Boleto,10,,8531.7,ESTORNADO,2023-04-01
