pedido_id,cliente_id,produto_id,quantidade,preco_unitario,desconto,frete,valor_total,status,data_pedido
2345,761,350,5,14816.25,0.27,101.53,R$500,PAGO,2022-11-26
2346,97,140,10,12016.05,,,104673.14,PAGO,19/09/2023
2347,799,1014,,1849.81,0.09,120.24,11903.53,CANCELADO,2023-06-12
2348,940,777,4,9469.45,0.22,49.63,29594.31,PENDENTE,2022-08-08
2349,326,970,10,5681.89,0.02,40.66,55723.18,PENDENTE,2024-01-05
2350,107,89,10,9850.11,0.06,59.47,92650.5,ENVIADO,2022-03-16
2351,234,779,3,3718.6,0.16,72.67,mil,CANCELADO,2022-05-26
2352,800,972,5,270.09,0.06,95.67,1365.09,Pago,2024-11-11
2353,245,165,10,9974.35,0.19,132.16,80924.4,Pago,2023-12-15
2354,573,82,9,4899.05,0.07,125.49,mil,PAGO,2022-10-07
2355,802,895,9,8299.02,0.04,14.67,71718.2,CANCELADO,2024-10-28
2356,930,191,4,10200.04,0.0,68.47,40868.63,PENDENTE,2024-02-14
2357,769,902,8,980.88,0.28,49.45,5699.32,CANCELADO,2022-12-30
2358,737,308,5,10175.28,0.28,82.55,36713.56,PAGO,2024-12-02
2359,107,781,2,12287.64,0.09,70.59,22434.09,ENVIADO,2022-03-17
2360,62,677,7,11268.58,0.25,84.49,59244.53,CANCELADO,2022-05-04
2361,497,328,9,14297.0,0.02,139.04,126238.58,PENDENTE,2023-05-16
2362,995,907,6,2093.33,0.23,73.29,9744.47,PENDENTE,2024-04-04
2363,557,8,4,12065.39,0.29,149.35,34415.06,PENDENTE,2024-11-13
2364,387,594,8,14379.58,,68.52,105902.23,CANCELADO,2024-08-19
2365,455,771,3,6209.86,0.03,148.72,18219.41,PENDENTE,2023-04-02
2366,772,714,1,13008.26,0.23,129.74,10146.1,CANCELADO,99/99/9999
2367,628,169,-1,8090.81,0.16,139.14,40916.82,PENDENTE,2024-06-01
2368,335,684,5,13068.76,0.0,147.74,65491.54,ENVIADO,2022-10-13
2369,152,799,6,914.04,0.13,129.06,4900.35,ENVIADO,2024-12-08
2370,966,552,3,3179.29,0.17,129.15,8045.58,PENDENTE,2024-03-15
2371,407,208,4,266.36,0.17,,948.56,ENVIADO,2023-10-01
2372,528,846,5,11747.68,0.2,49.38,47040.1,PAGO,2023-04-14
2373,63,731,2,5835.07,0.07,62.55,10915.78,PAGO,2024-12-28
2374,465,631,-5,2300.91,0.27,59.28,11816.93,ENVIADO,2022-03-31
2375,810,62,3,12997.25,0.27,51.47,28515.45,PAGO,2024-02-17
2376,138,924,5,4176.3,0.29,68.3,14894.16,PAGO,2024-05-31
2377,896,182,5,2310.09,0.06,83.48,10940.9,PAGO,2024-08-08
2378,632,529,6,379.19,0.07,102.23,2218.11,PENDENTE,2023-04-01
2379,795,125,8,11464.11,0.08,90.49,84466.34,CANCELADO,2025-03-31
2380,6,841,,7624.53,0.2,86.84,18385.71,ENVIADO,01-26-2025
2381,428,622,7,2510.34,0.29,129.15,12605.54,,2023-08-28
2382,253,838,3,5493.31,0.22,33.57,12887.92,PAGO,2023-04-21
2383,403,364,5,3173.09,0.18,47.24,13056.91,CANCELADO,2022-07-16
2384,422,1499,-5,12445.73,0.18,16.55,40838.54,PAGO,2023-10-08
2385,1130,934,4,7010.03,0.05,18.31,26656.42,ENVIADO,2023-05-30
2386,11,31,4,10656.18,0.11,83.9,38019.9,ENVIADO,2023-08-25
2387,614,388,7,5668.02,0.0,28.91,39705.05,PAGO,31/02/2025
2388,530,609,4,7526.04,,127.63,28726.58,CANCELADO,2022-08-28
2389,141,406,10,11616.84,0.1,146.4,104697.96,PAGO,2024-05-25
2390,482,536,2,6909.8,0.04,126.79,13393.61,PENDENTE,99/99/9999
2391,782,1335,4,8999.25,0.04,107.75,34664.87,PENDENTE,2023-08-18
2392,31,96,2,3824.3,0.24,78.44,5891.38,ENVIADO,2022-03-17
2393,1159,976,10,616.97,0.29,74.23,4454.72,ENVIADO,2022-07-12
2394,33,680,4,11604.26,0.08,58.04,42761.72,PAGO,2023-08-24
2395,723,691,8,14496.31,0.09,97.49,105630.63,ENVIADO,2024-07-18
2396,694,737,7,14294.26,0.17,24.12,83073.77,CANCELADO,2024-06-19
2397,940,732,7,6749.82,0.27,141.72,34633.3,PAGO,2022-12-07
2398,777,576,10,9627.25,0.16,61.38,80930.28,CANCELADO,2022-07-24
2399,357,1407,9,11680.23,0.26,37.06,77827.39,ENVIADO,08/10/2024
2400,446,770,10,12522.45,,109.4,R$500,PENDENTE,2023-05-04
2401,126,53,7,4698.98,0.23,72.23,25399.73,CANCELADO,2023-09-18
2402,947,212,5,3894.17,0.18,77.96,16044.06,PENDENTE,2024-04-21
2403,844,899,6,14876.98,0.13,141.55,77799.39,ENVIADO,2022-05-18
2404,860,718,dez,2828.96,0.18,107.42,14025.9,ENVIADO,2022-01-05
2405,110,487,5,13927.23,,46.01,55058.57,ENVIADO,2024-03-23
2406,477,361,3,7214.85,0.3,71.29,15222.48,CANCELADO,2022-01-19
2407,816,780,5,2693.15,0.21,32.02,10669.96,ENVIADO,2024-08-03
2408,956,886,-1,12725.83,0.13,30.14,33244.56,ENVIADO,2022-09-16
2409,56,846,5,5771.57,,134.79,24952.54,CANCELADO,2022-03-09
2410,190,403,2,3578.62,0.01,97.34,7183.01,ENVIADO,2024-02-26
2411,416,994,6,4311.58,0.0,42.8,25912.28,PENDENTE,2023-11-17
2412,171,968,9,11186.3,0.27,,73569.28,PENDENTE,2023-01-18
2413,388,795,8,12861.72,0.23,137.77,79365.97,Pago,2023-12-14
2414,1205,9,6,14461.02,0.05,142.48,82570.29,ENVIADO,2022-12-21
2415,326,1332,7,8958.59,0.26,44.51,46450.01,ENVIADO,99/99/9999
2416,206,487,9,3771.95,0.1,19.37,30572.16,PAGO,2022-05-16
2417,505,434,3,1697.74,0.28,68.36,3735.48,CANCELADO,2023-05-24
2418,145,131,5,13546.16,0.23,15.48,52168.2,ENVIADO,2022-05-29
2419,549,280,1,11620.42,0.17,133.16,9778.11,PAGO,2022-10-06
2420,1437,1264,8,11316.06,0.18,11.16,74244.51,PAGO,2025-01-24
2421,1430,198,4,4253.64,0.25,57.59,12818.51,CANCELADO,2024-11-27
2422,674,443,10,8862.68,0.19,144.6,71932.31,PAGO,2022-11-26
2423,902,298,7,14442.62,0.25,118.61,75942.37,PENDENTE,2022-04-16
2424,829,274,10,7648.54,0.17,127.49,0,PENDENTE,2023/04/04
2425,763,444,6,6270.45,0.21,79.36,29801.29,PENDENTE,2022-02-16
2426,589,639,6,12743.48,0.09,,69719.2,CANCELADO,2023-01-25
2427,134,788,3,12708.36,0.01,149.46,37893.29,ENVIADO,2022-07-22
2428,686,888,10,5473.84,,119.1,41172.9,PENDENTE,2023-10-02
2429,38,531,4,5547.52,0.19,139.57,18113.53,PENDENTE,2022-02-01
2430,393,382,7,9206.11,0.05,103.0,61323.63,PAGO,2022-12-23
2431,237,928,5,1859.03,0.06,113.53,8850.97,PAGO,2022-11-26
2432,803,951,-1,13412.37,0.01,130.53,39965.27,ENVIADO,2025-03-16
2433,466,229,6,10010.85,0.08,149.16,0,ENVIADO,2024-05-24
2434,878,587,1,13328.77,0.13,78.09,11674.12,Cancelado,2022-05-06
2435,565,1044,9,3769.84,0.22,128.47,26592.75,PENDENTE,2023-01-21
2436,765,955,5,2154.16,0.1,92.81,9786.53,ENVIADO,2024-07-23
2437,457,691,6,737.56,0.3,102.17,3199.92,PAGO,2023-04-11
2438,195,544,4,8744.89,0.12,117.22,30899.23,CANCELADO,2024-08-04
2439,705,641,10,11582.44,0.07,102.87,mil,PENDENTE,2024-12-13
2440,134,661,1,2270.2,0.29,54.41,1666.25,ENVIADO,2024-07-15
2441,813,70,9,14905.09,0.17,120.24,111461.26,CANCELADO,2025-04-14
2442,996,67,2,10690.89,0.1,71.35,,ENVIADO,2022-10-09
2443,202,518,10,5698.51,0.25,50.89,42789.72,PENDENTE,99/99/9999
2444,736,661,2,368.16,0.01,113.93,842.89,CANCELADO,2025-04-15
2445,260,888,10,11512.94,0.23,89.11,88738.75,ENVIADO,2023-06-28
2446,362,528,8,13505.16,0.08,102.25,99500.23,CANCELADO,2022-09-21
2447,836,529,4,12805.14,0.28,58.35,36937.15,PENDENTE,2023-04-27
2448,968,443,8,5609.62,0.13,77.77,39120.73,ENVIADO,23/10/2023
2449,10,1459,10,6575.3,0.03,10.14,63790.55,PAGO,2024-09-12
2450,404,403,7,9071.63,0.15,103.59,54079.79,PENDENTE,2024-01-25
2451,513,673,4,11743.86,0.22,40.52,36681.36,CANCELADO,2024-12-25
2452,754,911,7,7354.51,0.1,11.47,46344.88,CANCELADO,2024-08-02
2453,275,971,7,11242.48,0.29,20.08,55895.21,PENDENTE,2022-08-08
2454,405,181,8,5019.51,0.21,45.79,,PENDENTE,31/02/2025
2455,206,1133,,10670.88,0.04,148.68,30880.81,PAGO,2023-09-08
2456,514,111,2,3083.14,0.2,117.12,5050.14,ENVIADO,2024-01-18
2457,495,945,3,11486.02,0.18,91.3,R$500,PAGO,2024-08-29
2458,187,711,10,13800.61,0.12,117.18,121562.55,pago,2025-03-21
2459,795,713,2,3197.93,0.04,81.3,6221.33,CANCELADO,2022-06-05
2460,494,86,3,11132.91,0.3,83.68,23462.79,ENVIADO,2024-01-17
2461,615,161,3,3317.32,0.11,133.61,mil,PENDENTE,2025-01-25
2462,731,182,10,13927.23,0.24,59.95,105906.9,ENVIADO,2023-09-08
2463,161,421,9,9969.55,0.26,79.84,66477.04,PAGO,2022-09-09
2464,972,362,1,7904.5,0.01,85.58,7911.03,PAGO,2022-01-25
2465,11,112,1,8438.94,0.19,134.55,6970.09,ENVIADO,2024-12-24
2466,748,562,7,5666.38,0.25,120.01,29868.51,ENVIADO,2023-04-14
2467,492,592,3,2360.13,0.26,106.94,5346.43,PENDENTE,2025-01-30
2468,511,251,5,14804.41,0.02,144.91,72686.52,ENVIADO,2025-02-28
2469,610,78,,5343.93,0.18,73.13,21983.24,PAGO,2024-06-18
2470,497,738,4,5845.23,0.11,95.96,20904.98,CANCELADO,2024-07-16
2471,116,819,10,8037.6,0.29,46.95,57113.91,ENVIADO,2023-05-29
2472,495,285,4,6590.05,0.05,29.82,25072.01,PAGO,2025-01-27
2473,853,532,8,4995.01,0.15,131.87,34097.94,Pago,2023-10-25
2474,328,294,6,11096.79,0.13,63.17,57988.41,CANCELADO,2024-04-17
2475,674,758,dez,1565.17,0.04,95.41,12115.92,CANCELADO,2024-08-25
2476,929,841,10,10064.78,0.01,,99706.75,ENVIADO,2023-10-29
2477,517,668,9,2211.58,0.21,76.65,mil,PENDENTE,2024-06-14
2478,422,28,10,7502.79,0.17,79.8,62352.96,CANCELADO,2022-04-05
2479,144,616,0,2373.03,0.18,146.22,mil,PENDENTE,2024-04-08
2480,460,530,3,5197.56,0.12,12.2,13733.76,ENVIADO,2022-12-04
2481,653,324,,1376.6,0.26,120.11,9288.27,PENDENTE,2025-02-01
2482,374,201,7,5094.2,0.19,29.87,mil,PENDENTE,2022-04-04
2483,426,460,3,991.09,0.04,24.95,0,PENDENTE,2024-07-10
2484,834,571,3,1692.35,,111.51,3716.22,PAGO,2024-12-19
2485,221,35,7,8397.82,0.21,80.26,46520.2,ENVIADO,2024-05-21
2486,424,48,7,7132.55,0.11,140.76,44576.55,CANCELADO,2024-06-24
2487,675,134,6,14658.76,0.09,35.04,80071.87,CANCELADO,2023-10-29
2488,155,217,6,7276.77,0.09,,39791.53,CANCELADO,2022-05-02
2489,753,973,5,8706.21,0.04,63.06,41852.87,ENVIADO,2022-07-02
2490,1425,18,5,6617.95,0.2,16.31,,ENVIADO,2025-03-14
2491,39,950,7,4666.33,0.24,97.33,24922.21,ENVIADO,2023-04-07
2492,404,217,9,3278.67,0.09,,26881.92,PENDENTE,2023/12/17
2493,893,659,3,3924.31,0.19,,9668.15,Pago,2023-06-17
2494,606,929,9,292.31,0.21,132.22,2210.54,CANCELADO,2022-01-21
2495,386,113,,782.93,0.17,142.33,5340.99,PAGO,2023-04-02
2496,236,879,9,4424.98,0.18,105.11,32761.46,CANCELADO,2024-06-18
2497,159,887,6,3301.16,0.03,71.79,19284.54,ENVIADO,2025-04-11
2498,501,287,6,576.13,0.02,88.97,3476.61,ENVIADO,2022-07-12
2499,38,916,5,2603.9,0.28,,9499.82,PAGO,2024-01-28
2500,268,291,6,10239.16,0.15,98.6,52318.32,PAGO,2023-03-25
2501,838,1097,9,687.16,0.18,77.91,5149.15,PENDENTE,2023-10-02
2502,837,487,7,56.41,0.24,49.38,349.48,PAGO,2023-01-25
2503,290,159,6,5311.26,0.12,87.98,28131.43,CANCELADO,07/12/2023
2504,590,684,6,4112.09,0.04,145.48,mil,PAGO ,2024-12-12
2505,714,1340,8,2362.19,0.02,64.78,18584.35,PENDENTE,2022-11-07
2506,163,463,4,3672.76,0.26,27.55,10898.92,PAGO,2025-04-04
2507,300,781,7,8070.68,0.13,108.89,49259.33,PENDENTE,2024-05-04
2508,653,907,8,2371.61,0.26,,14151.81,PENDENTE,2024-04-08
2509,920,450,9,3154.38,0.06,36.79,26722.84,pago,09-12-2023
2510,568,697,9,3339.69,,101.59,28355.37,PAGO,2022-11-19
2511,139,551,1,13033.35,0.26,41.09,9685.77,CANCELADO,2023-05-09
2512,558,931,2,5405.0,0.07,,10176.58,PENDENTE,2023-04-28
2513,362,62,5,5969.73,0.29,67.46,21260.0,CANCELADO,2022-08-03
2514,564,714,3,13035.0,0.27,144.63,mil,PAGO,2023-10-24
2515,865,629,,7456.36,0.2,65.26,59716.14,ENVIADO,2024-12-23
2516,956,384,1,14709.68,0.06,,13914.43,ENVIADO,31/02/2025
2517,1458,946,0,11321.33,0.17,37.3,47020.82,PAGO,09-14-2024
2518,668,959,5,7396.72,0.15,55.69,31491.75,PENDENTE,2024-12-27
2519,339,962,3,2307.09,0.24,,5299.18,PENDENTE,2025-02-01
2520,867,915,5,7349.76,0.27,50.83,26877.45,Pagoo,2025-03-21
2521,277,772,7,3265.94,0.12,93.81,20212.0,CANCELADO,2025-01-19
2522,505,370,-1,223.89,0.22,114.67,289.3,PENDENTE,2024-01-13
2523,724,513,1,4255.64,0.06,25.4,4025.7,PAGO,2023-02-14
2524,941,214,6,2800.18,0.25,70.87,12671.68,PENDENTE,2024-03-02
2525,960,233,4,1772.23,0.03,17.35,-500,CANCELADO,2023-10-11
2526,757,1038,1,5030.05,,103.22,4982.37,ENVIADO,2024-06-22
2527,239,653,6,2376.32,0.13,41.62,12446.01,PAGO,2022-11-04
2528,1213,951,9,11755.08,0.11,149.19,94307.38,ENVIADO,2024-06-20
2529,84,681,5,8708.05,0.11,21.96,38772.78,CANCELADO,2022-12-01
2530,125,324,9,6979.56,0.27,97.42,45953.13,PAGO,2024-09-04
2531,325,887,2,1422.37,0.08,111.26,2728.42,PENDENTE,2022-06-02
2532,958,209,8,1133.84,0.22,135.4,7210.56,CANCELADO,2022-04-20
2533,488,759,1,2897.0,0.0,,2924.11,PAGO,2022-08-21
2534,129,463,4,7993.22,0.26,103.05,23762.98,ENVIADO,2024-01-03
2535,433,266,1,479.18,0.17,103.2,500.92,Cancelado,2024-06-15
2536,983,153,5,1145.31,0.13,49.22,5031.32,ENVIADO,2023-10-12
2537,675,406,dez,2184.52,0.27,83.94,11246.84,Pago,2024-05-15
2538,268,410,1,3380.25,0.24,141.8,2710.79,CANCELADO,31/02/2025
2539,294,435,5,4884.78,,,18849.11,CANCELADO,2022-07-31
2540,903,219,8,14706.39,0.28,24.59,84733.4,PAGO,2024-10-13
2541,869,701,1,9591.84,0.16,90.72,,CANCELADO,2022-08-07
2542,331,650,5,9588.11,0.15,127.29,40876.76,ENVIADO,31/02/2025
2543,1415,791,6,2360.43,,127.14,10182.57,PENDENTE,28/08/2024
2544,531,336,10,5979.47,0.17,72.68,49702.28,PAGO,2023-12-19
2545,585,157,9,1029.97,0.08,112.19,8640.34,CANCELADO,2022-06-07
2546,651,98,2,8960.47,0.26,14.93,13276.43,PAGO,2024-11-11
2547,754,764,1,5918.42,0.24,22.46,4520.46,PENDENTE,2022-11-25
2548,1354,84,3,4953.27,0.15,29.18,12660.02,PENDENTE,2024-08-01
2549,981,989,5,1397.1,0.08,34.43,6461.09,PENDENTE,2022-07-27
2550,317,740,3,197.74,0.08,14.86,560.62,CANCELADO,2022-10-21
2551,881,679,6,14945.7,0.04,144.3,86231.53,CANCELADO,2025-01-26
2552,623,820,10,3371.59,0.09,119.72,30801.19,PAGO,2022-09-19
2553,88,246,6,1572.96,0.2,99.13,7649.34,PENDENTE,2023-06-17
2554,591,286,9,12487.64,0.24,109.61,85525.07,ENVIADO,2023-05-26
2555,330,908,8,907.33,0.23,116.98,5706.13,ENVIADO,2024-11-29
2556,633,174,2,3393.36,0.3,69.4,4820.1,PENDENTE,03/07/2024
2557,640,238,2,13882.61,0.25,52.22,20876.14,ENVIADO,2023-04-19
2558,99,229,4,6691.9,0.2,90.48,21504.56,PAGO,2023-10-20
2559,941,365,6,9757.18,0.15,,49789.84,PENDENTE,2025-03-02
2560,238,530,6,888.22,0.28,112.08,3949.19,CANCELADO,2023-03-25
2561,381,437,5,1522.72,0.27,122.96,mil,ENVIADO,2024-04-02
2562,928,239,2,1516.04,0.24,19.67,2324.05,pago,2024-09-30
2563,117,862,-1,3849.39,0.02,78.27,15167.88,PENDENTE,2022-04-15
2564,294,942,6,7770.05,0.01,30.14,46184.24,ENVIADO,2023-05-15
2565,901,809,-1,928.09,0.13,55.99,4900.62,PENDENTE,2022-02-19
2566,163,1120,1,9328.55,0.14,123.78,8146.33,ENVIADO,2025-01-10
2567,961,957,5,4179.64,0.13,143.2,18324.63,PENDENTE,2022-03-10
2568,267,57,6,13564.68,0.29,138.97,57924.51,PAGO,2024-03-17
2569,819,1453,10,11050.11,0.2,,88415.84,PAGO,2024-03-04
2570,20,585,2,12646.7,,48.05,19271.03,PAGO ,2024-04-24
2571,368,258,10,6940.19,0.16,39.55,58337.15,PENDENTE,2023-08-01
2572,1241,324,8,6342.34,0.02,36.94,49760.89,ENVIADO,2023-12-24
2573,674,382,1,8361.96,0.04,89.26,8116.74,ENVIADO,31/02/2025
2574,701,282,8,14242.09,0.15,117.27,96963.48,PENDENTE,2022-11-17
2575,125,598,8,6041.97,0.02,60.71,47429.75,PENDENTE,2023-05-30
2576,87,965,9,3434.4,0.15,118.17,26391.33,CANCELADO,2024-10-06
2577,610,837,3,11721.48,0.14,110.39,30351.81,CANCELADO,2022-02-10
2578,589,677,5,5779.65,0.26,130.95,21515.65,ENVIADO,31/02/2025
2579,770,250,8,5971.51,0.19,,38818.16,PENDENTE,2023-12-20
2580,103,876,9,6829.59,0.13,128.54,53604.23,PAGO,2022-09-04
2581,916,374,3,5720.61,0.08,57.95,15846.83,CANCELADO,2024-05-11
2582,459,327,10,1769.3,0.19,128.4,14459.73,PAGO,2023-09-13
2583,804,457,8,14490.27,0.28,149.21,83613.17,PAGO,2022-06-25
2584,986,289,5,9273.18,0.01,126.3,46028.54,PENDENTE,2024-10-01
2585,929,274,9,4050.92,0.1,57.16,32869.61,CANCELADO,2023/01/12
2586,28,579,6,14281.17,0.23,106.02,66085.03,CANCELADO,2024-11-05
2587,510,62,9,8724.41,,141.37,72379.48,PAGO,2023-01-19
2588,446,698,5,3977.76,0.05,136.63,19030.99,ENVIADO,2022-07-30
2589,230,490,8,13062.64,0.14,83.57,89954.53,ENVIADO,2025-04-06
2590,1199,857,8,12046.2,0.1,34.63,86767.27,PENDENTE,2022-04-20
2591,48,22,-1,968.42,0.06,129.0,8321.83,ENVIADO,2025-03-21
2592,180,777,5,9360.3,0.03,10.53,45407.99,CANCELADO,2024-05-11
2593,41,254,2,14863.96,0.16,87.46,25058.91,PENDENTE,2022-02-26
2594,847,237,10,12207.75,0.22,18.34,95238.79,CANCELADO,2023-01-22
2595,213,739,8,5371.56,0.26,114.42,31914.06,CANCELADO,2022-04-20
2596,10,836,3,13115.52,0.14,29.13,33867.17,CANCELADO,2023-12-23
2597,435,455,10,9102.74,0.08,127.87,83873.08,ENVIADO,2024-09-25
2598,247,1088,9,13197.71,0.16,126.5,99901.19,ENVIADO,2025-01-07
2599,632,86,1,4432.57,0.13,108.69,3965.03,CANCELADO,2022-07-25
2600,1040,226,0,9992.49,0.02,12.55,19597.83,PENDENTE,07-23-2024
2601,433,374,,7946.05,0.03,96.85,61758.2,Pago,2023-10-25
2602,379,1024,8,12653.3,0.29,22.83,71893.57,PENDENTE,2022-07-08
2603,1484,369,7,14274.59,0.24,149.85,76090.67,PENDENTE,2024-09-12
2604,675,46,2,12625.06,0.26,23.68,18708.77,PENDENTE,2022-11-23
2605,694,918,5,252.95,0.0,20.83,1285.58,CANCELADO,2022-06-24
2606,278,1286,6,8146.43,0.01,48.74,-500,CANCELADO,2023-05-12
2607,725,116,10,14157.05,0.18,137.58,116225.39,CANCELADO,2024-10-09
2608,622,448,7,764.29,,137.79,4952.82,ENVIADO,2023-06-19
2609,397,605,5,9950.61,0.21,68.1,39373.01,ENVIADO,2022-08-12
2610,308,1039,9,12413.51,0.03,17.77,108387.71,PENDENTE,2024-04-02
2611,562,391,6,13316.03,0.08,112.78,73617.27,ENVIADO,2024-10-08
2612,20,543,9,927.56,0.1,16.11,7529.35,CANCELADO,06-28-2024
2613,261,65,dez,10889.77,0.2,26.3,61009.01,,2022-06-09
2614,226,437,6,8660.19,0.05,,49503.54,ENVIADO,2022-06-21
2615,30,816,8,6497.65,0.02,,51068.02,ENVIADO,2025-02-07
2616,520,291,6,5451.59,0.13,84.13,28541.43,PENDENTE,2022-12-29
2617,239,307,10,12964.74,0.08,11.49,119287.1,PENDENTE,2023-02-06
2618,849,475,5,11781.48,0.02,83.34,57812.59,ENVIADO,2024-03-11
2619,868,547,9,458.26,0.05,118.39,4036.51,PAGO,2022-11-01
2620,844,1335,1,11886.06,0.25,132.5,9047.05,CANCELADO,2022-08-05
2621,401,449,7,11304.09,0.13,67.87,68909.78,ENVIADO,2022-04-22
2622,1076,250,7,7711.22,0.06,30.2,50770.03,ENVIADO,31/02/2025
2623,573,820,8,12294.32,0.25,136.84,73902.76,PAGO,2022-04-25
2624,656,5,7,5854.86,0.16,82.14,34508.72,PAGO,2023-07-21
2625,231,719,6,12551.39,,10.18,59503.77,PENDENTE,2024-08-21
2626,816,6,5,4254.14,0.27,146.85,15674.46,PAGO,2022-11-24
2627,436,270,6,1721.46,0.06,105.99,-500,ENVIADO,2023-11-04
2628,215,1082,9,7628.98,0.0,49.58,68710.4,PENDENTE,01-12-2023
2629,986,550,6,1113.03,0.25,135.77,5144.41,CANCELADO,2022-01-28
2630,126,214,10,11197.69,0.04,84.28,107582.1,PAGO,2024-10-05
2631,948,43,5,11029.95,0.11,56.37,49139.65,ENVIADO,2025-02-24
2632,940,598,5,6732.14,0.15,127.23,28738.83,PAGO,2024-01-22
2633,422,831,1,6595.29,0.04,126.12,6457.6,PAGO,2025-03-08
2634,441,399,10,4321.73,0.06,51.65,40675.91,CANCELADO,2024-02-03
2635,566,779,2,5535.04,0.23,91.71,8615.67,ENVIADO,2024-04-21
2636,246,1000,1,1948.34,0.0,31.79,1980.13,ENVIADO,2022-01-09
2637,333,1159,10,10899.71,0.2,79.39,87277.07,CANCELADO,31/02/2025
2638,668,157,7,661.51,0.05,54.03,4453.07,ENVIADO,2023-02-01
2639,864,569,,14642.0,0.04,36.59,126543.47,PAGO,2024-08-13
2640,537,710,7,2096.36,0.0,80.98,14755.5,PENDENTE,2024-11-01
2641,70,901,7,8175.76,0.17,11.58,47512.75,PENDENTE,2024-09-23
2642,320,745,3,5554.89,0.16,47.28,14045.6,CANCELADO,2022-07-26
2643,1032,806,8,14901.19,0.13,40.37,103752.65,CANCELADO,2023-06-12
2644,467,565,10,687.0,0.25,142.37,5294.87,ENVIADO,2022-10-05
2645,188,103,4,1072.26,0.3,106.28,3108.61,ENVIADO,2023-09-14
2646,25,544,8,10877.49,0.0,108.38,87128.3,PENDENTE,2024-05-06
2647,896,539,9,7457.44,0.09,135.35,61211.78,PAGO,2023-08-05
2648,997,994,2,12614.16,0.2,64.28,20246.94,PENDENTE,2024-07-09
2649,827,40,6,9746.22,0.18,67.19,48018.59,CANCELADO,2022-01-28
2650,341,453,8,4428.65,0.29,29.45,25184.18,CANCELADO,2023-09-08
2651,343,576,7,6040.47,0.05,35.01,40204.14,ENVIADO,2022-02-18
2652,793,267,2,3430.42,0.05,110.42,6628.22,ENVIADO,2022-10-10
2653,663,903,5,6359.62,0.15,68.98,R$500,PAGO,2025-02-19
2654,206,503,2,10596.38,,91.15,mil,ENVIADO,2024-04-24
2655,876,400,1,8790.36,0.13,49.86,,CANCELADO,2023-09-25
2656,319,958,4,600.38,0.03,133.91,2463.38,PENDENTE,2022-01-09
2657,323,186,3,5111.32,0.2,89.89,12357.06,ENVIADO,2024-03-23
2658,1273,923,7,8551.86,0.03,114.93,58182.06,CANCELADO,2022-01-02
2659,367,35,1,6119.04,0.05,147.02,5960.11,CANCELADO,2022-10-15
2660,690,703,6,931.87,,36.94,mil,CANCELADO,2023-01-29
2661,925,977,9,8071.52,0.15,60.28,61807.41,CANCELADO,2023-10-24
2662,809,988,9,11071.57,0.25,33.06,74766.16,PENDENTE,2022-10-02
2663,507,469,5,4437.79,0.23,41.82,17127.31,ENVIADO,2023-08-02
2664,56,303,8,14147.51,0.04,99.08,108751.96,PENDENTE,2023-08-29
2665,1017,11,7,6771.22,0.27,102.27,34703.2,PENDENTE,2022-05-16
2666,266,135,2,1947.58,0.04,59.77,0,ENVIADO,2024-01-15
2667,587,582,2,5437.68,0.25,84.03,8240.55,PENDENTE,2023-08-11
2668,272,282,1,10756.49,0.14,13.76,0,CANCELADO,2024-07-10
2669,803,672,5,12856.1,0.19,113.94,52181.15,PENDENTE,2024-03-16
2670,156,97,9,1199.35,0.08,117.54,10048.16,Cancelado,2022-02-27
2671,637,380,1,9584.14,0.28,63.88,6964.46,PENDENTE,2024-05-25
2672,1263,4,8,9103.4,0.02,113.42,71484.08,ENVIADO,2023-11-05
2673,994,668,4,9312.34,0.19,127.01,30298.99,PENDENTE,2024-11-04
2674,464,1215,10,2321.11,0.05,123.2,22173.75,ENVIADO,2023-08-05
2675,821,557,dez,14366.97,0.11,56.41,102349.24,CANCELADO,2024-10-10
2676,393,901,0,9251.59,0.13,23.27,16121.04,ENVIADO,2023-09-23
2677,790,577,0,13319.32,0.25,103.85,60040.79,PAGO,2024-05-13
2678,629,717,1,4976.97,0.06,79.43,4757.78,PENDENTE,2024-10-16
2679,863,813,7,11625.12,0.05,137.52,R$500,ENVIADO,2022-10-02
2680,27,456,6,6702.07,0.06,23.58,37823.25,ENVIADO,2023-07-08
2681,695,589,7,2653.64,0.08,38.35,17127.79,PAGO,2023-12-28
2682,946,235,7,7928.58,0.0,72.26,55572.32,pago,2022-07-03
2683,445,464,3,14958.32,0.14,91.07,38683.54,ENVIADO,2024-02-10
2684,1042,1095,6,837.79,0.08,48.1,4672.7,ENVIADO,2024-03-19
2685,469,904,0,10882.26,0.18,,35770.54,PENDENTE,2023-05-10
2686,627,803,5,13370.18,0.13,108.37,58268.65,CANCELADO,2023-03-28
2687,919,474,4,12548.68,0.24,55.08,38203.07,Cancelado,2024-05-05
2688,1058,64,dez,12050.23,0.11,59.23,107306.28,ENVIADO,2022-04-29
2689,61,276,2,1811.98,0.2,90.38,2989.55,ENVIADO,2022-03-08
2690,1077,397,1,8251.57,,68.83,7660.27,CANCELADO,2024-08-18
2691,577,553,9,13596.72,0.05,118.88,116370.84,CANCELADO,2024-10-25
2692,713,240,1,13093.18,0.28,89.78,9516.87,PENDENTE,2023-03-19
2693,879,156,2,1003.23,0.1,72.45,1878.26,ENVIADO,2023-09-24
