produto_id,nome,categoria,marca,preco,estoque,data_cadastro,status_data
384,HEADSET GAMER,HEADSET,Acer,5259.4,83,2022-04-12,COM DATA
385,SSD 240GB,SSD,Corsair,8592.43,494,2024-04-18,COM DATA
387,SSD 1TB,SSD,AOC,12080.18,156,2023-12-16,COM DATA
388,RTX 4060,PLACA DE VÍDEO,AMD,3288.77,154,2024-02-06,COM DATA
389,MONITOR 24,MONITOR,Corsair,8914.71,144,2023-10-28,COM DATA
390,TECLADO MECÂNICO,TECLADO,HP,3931.98,364,2022-04-27,COM DATA
391,MOUSE GAMER,MOUSE,Intel,12039.41,307,2023-08-29,COM DATA
392,CORE I7,PROCESSADOR,Logitech,6290.11,198,2023-04-01,COM DATA
393,RYZEN 7,PROCESSADOR,AOC,9581.94,243,2025-02-17,COM DATA
394,CORE I5,PROCESSADOR,Corsair,1482.09,65,2023-11-19,COM DATA
395,MEMÓRIA 8GB,MEMÓRIA,Lenovo,3349.36,114,2024-08-07,COM DATA
396,FONTE 650W,FONTE,AMD,7068.64,443,2022-09-03,COM DATA
397,MOUSE GAMER,MOUSE,Asus,5737.4,152,2024-04-18,COM DATA
398,MOUSE SEM FIO,MOUSE,Asus,13394.82,234,2022-12-29,COM DATA
399,MOUSE SEM FIO,MOUSE,Intel,889.04,231,2022-06-30,COM DATA
400,RTX 4060,PLACA DE VÍDEO,Logitech,6517.0,219,2024-02-04,COM DATA
401,GABINETE RGB,GABINETE,HP,13382.26,387,2023-12-07,COM DATA
402,NOTEBOOK OFFICE,NOTEBOOK,Intel,1558.57,257,2024-12-01,COM DATA
403,RYZEN 5,PROCESSADOR,LG,5080.77,454,,SEM DATA
406,HEADSET GAMER,HEADSET,Corsair,6263.3,194,2022-01-20,COM DATA
407,HEADSET GAMER,HEADSET,Samsung,9931.74,339,2024-11-13,COM DATA
408,FONTE 650W,FONTE,AOC,1783.66,58,2024-12-07,COM DATA
410,MONITOR 24,MONITOR,Logitech,13605.06,427,2022-07-27,COM DATA
411,RX 7600,PLACA DE VÍDEO,AOC,9672.17,233,2022-03-22,COM DATA
412,MONITOR 27,MONITOR,Dell,5416.02,346,2022-01-20,COM DATA
413,FONTE 650W,FONTE,Samsung,9957.06,87,2024-02-03,COM DATA
414,RTX 4060,PLACA DE VÍDEO,Redragon,2759.38,205,2024-05-13,COM DATA
415,MOUSE SEM FIO,MOUSE,Kingston,11957.71,57,2024-09-15,COM DATA
416,FONTE 650W,FONTE,Intel,10182.33,92,2024-09-26,COM DATA
418,HEADSET GAMER,HEADSET,Corsair,14337.31,447,2023-05-25,COM DATA
419,CORE I5,PROCESSADOR,Dell,9962.39,328,2022-01-24,COM DATA
420,MOUSE SEM FIO,MOUSE,Asus,2370.77,434,2023-05-09,COM DATA
421,RTX 4060,PLACA DE VÍDEO,Intel,4186.79,259,2024-06-28,COM DATA
422,RYZEN 5,PROCESSADOR,Samsung,6732.52,438,2024-04-06,COM DATA
424,SSD 240GB,SSD,AMD,10078.69,486,2024-08-26,COM DATA
425,SSD 240GB,SSD,AOC,5462.15,231,2023-08-21,COM DATA
427,TECLADO MECÂNICO,TECLADO,Redragon,2829.4,476,,SEM DATA
428,RYZEN 7,PROCESSADOR,Dell,1865.82,456,2024-12-22,COM DATA
429,RYZEN 7,PROCESSADOR,LG,8307.33,221,2025-03-30,COM DATA
430,MEMÓRIA 8GB,MEMÓRIA,Acer,12232.36,53,2023-05-24,COM DATA
431,MOUSE GAMER,MOUSE,Logitech,14454.63,496,2024-11-15,COM DATA
432,CORE I5,PROCESSADOR,HP,10528.38,440,2023-08-19,COM DATA
433,MOUSE SEM FIO,MOUSE,Corsair,13819.45,67,2023-10-23,COM DATA
434,GABINETE RGB,GABINETE,Logitech,11416.41,287,2024-12-29,COM DATA
436,HD 2TB,HD,Dell,10257.19,74,2024-01-05,COM DATA
437,SSD 240GB,SSD,Acer,1555.15,444,2023-05-02,COM DATA
438,RTX 4060,PLACA DE VÍDEO,Corsair,11956.57,356,2023-10-03,COM DATA
439,IMPRESSORA LASER,IMPRESSORA,AOC,825.96,380,2023-04-07,COM DATA
440,WEBCAM HD,HD,Logitech,10575.34,331,2023-02-01,COM DATA
442,HEADSET GAMER,HEADSET,LG,2430.71,433,2023-10-23,COM DATA
443,RYZEN 5,PROCESSADOR,Asus,11609.44,320,2022-05-30,COM DATA
444,RYZEN 7,PROCESSADOR,AMD,4781.53,112,2024-04-06,COM DATA
445,HD 2TB,HD,Kingston,3333.55,109,2024-12-22,COM DATA
447,MONITOR 27,MONITOR,Logitech,10244.62,164,,SEM DATA
448,RYZEN 5,PROCESSADOR,Asus,12335.19,191,2024-11-18,COM DATA
449,NOTEBOOK GAMER,NOTEBOOK,Corsair,1457.43,497,2023-03-13,COM DATA
450,WEBCAM HD,HD,AOC,6374.66,53,2022-05-28,COM DATA
452,RTX 4060,PLACA DE VÍDEO,Acer,3430.13,132,2022-08-31,COM DATA
454,RTX 4060,PLACA DE VÍDEO,Dell,4534.23,44,2024-08-28,COM DATA
455,CORE I5,PROCESSADOR,LG,3313.59,382,2023-09-03,COM DATA
456,NOTEBOOK GAMER,NOTEBOOK,LG,13714.25,407,,SEM DATA
457,TECLADO MECÂNICO,TECLADO,Logitech,8957.89,275,2023-12-06,COM DATA
458,SSD 240GB,SSD,HP,13586.31,435,2022-08-23,COM DATA
460,FONTE 750W,FONTE,Kingston,8717.32,487,2022-05-23,COM DATA
461,HEADSET GAMER,HEADSET,Kingston,4780.43,230,2024-01-17,COM DATA
463,IMPRESSORA LASER,IMPRESSORA,Samsung,10999.93,449,2022-12-26,COM DATA
464,CORE I5,PROCESSADOR,Corsair,1247.97,143,2022-06-06,COM DATA
466,MEMÓRIA 16GB,MEMÓRIA,Redragon,8161.17,276,2023-08-19,COM DATA
467,GABINETE RGB,GABINETE,Kingston,7526.83,46,2022-12-06,COM DATA
468,GABINETE RGB,GABINETE,Logitech,2122.75,81,2024-09-17,COM DATA
471,FONTE 750W,FONTE,AMD,8561.0,192,2023-05-31,COM DATA
472,MEMÓRIA 16GB,MEMÓRIA,Kingston,13610.49,264,2022-01-14,COM DATA
473,SSD 1TB,SSD,LG,2101.75,84,2024-01-12,COM DATA
474,WEBCAM HD,HD,Intel,12257.99,338,2024-09-08,COM DATA
475,MOUSE GAMER,MOUSE,LG,2435.47,426,,SEM DATA
476,RTX 4060,PLACA DE VÍDEO,Corsair,2220.04,85,2022-02-08,COM DATA
477,RX 7600,PLACA DE VÍDEO,AOC,10925.06,420,2024-09-13,COM DATA
478,IMPRESSORA LASER,IMPRESSORA,AMD,12458.85,307,2023-06-26,COM DATA
479,SSD 240GB,SSD,Samsung,10290.16,472,2022-02-03,COM DATA
480,FONTE 650W,FONTE,Kingston,12896.68,258,2022-03-21,COM DATA
481,MOUSE GAMER,MOUSE,AOC,7980.82,385,2022-01-03,COM DATA
482,NOTEBOOK OFFICE,NOTEBOOK,HP,11627.56,332,2024-09-14,COM DATA
483,HEADSET GAMER,HEADSET,LG,5730.92,301,2023-06-06,COM DATA
484,CORE I5,PROCESSADOR,Dell,3503.04,439,2022-01-15,COM DATA
485,MEMÓRIA 8GB,MEMÓRIA,LG,1785.07,3,2024-05-22,COM DATA
486,FONTE 650W,FONTE,Acer,3819.42,437,2023-02-22,COM DATA
487,RYZEN 5,PROCESSADOR,Kingston,11761.15,247,2023-12-07,COM DATA
488,WEBCAM HD,HD,Logitech,5983.98,70,2022-11-28,COM DATA
489,HEADSET GAMER,HEADSET,LG,7634.99,402,2024-03-07,COM DATA
490,FONTE 650W,FONTE,Lenovo,99.25,46,2023-03-31,COM DATA
491,FONTE 650W,FONTE,Logitech,9143.25,370,2022-04-28,COM DATA
493,FONTE 750W,FONTE,Samsung,3490.43,86,2023-07-20,COM DATA
494,NOTEBOOK GAMER,NOTEBOOK,Samsung,5309.85,202,2025-01-30,COM DATA
495,SSD 1TB,SSD,Intel,12449.88,468,2024-04-07,COM DATA
496,RYZEN 7,PROCESSADOR,Redragon,3931.39,208,2024-11-17,COM DATA
497,RX 7600,PLACA DE VÍDEO,Intel,13144.17,416,2023-05-14,COM DATA
498,NOTEBOOK GAMER,NOTEBOOK,Samsung,14419.36,234,2024-02-23,COM DATA
499,RTX 4070,PLACA DE VÍDEO,AMD,14913.09,346,2022-01-20,COM DATA
500,MEMÓRIA 8GB,MEMÓRIA,Intel,3964.98,147,2023-10-05,COM DATA
501,TECLADO MECÂNICO,TECLADO,HP,13416.86,137,2023-05-11,COM DATA
502,MEMÓRIA 16GB,MEMÓRIA,Samsung,3117.54,103,2022-06-10,COM DATA
504,IMPRESSORA LASER,IMPRESSORA,AMD,14766.23,468,2024-05-16,COM DATA
505,IMPRESSORA LASER,IMPRESSORA,Logitech,8120.7,257,2024-11-27,COM DATA
506,MONITOR 27,MONITOR,AOC,10344.37,6,2023-06-16,COM DATA
507,MEMÓRIA 16GB,MEMÓRIA,HP,3957.48,137,2024-05-08,COM DATA
508,CORE I7,PROCESSADOR,Corsair,5597.2,437,2023-04-14,COM DATA
509,RTX 4060,PLACA DE VÍDEO,Logitech,10817.82,411,2022-11-03,COM DATA
510,FONTE 750W,FONTE,Asus,165.94,215,2024-09-23,COM DATA
512,SSD 1TB,SSD,Samsung,5033.15,184,2023-12-21,COM DATA
513,CORE I5,PROCESSADOR,Lenovo,14447.49,101,2023-12-29,COM DATA
514,RTX 4060,PLACA DE VÍDEO,Corsair,7666.46,396,2022-10-24,COM DATA
515,CORE I7,PROCESSADOR,Samsung,9615.9,475,2022-06-12,COM DATA
516,FONTE 650W,FONTE,Intel,3438.7,162,2024-01-14,COM DATA
517,NOTEBOOK GAMER,NOTEBOOK,Corsair,7823.62,230,2023-05-31,COM DATA
518,MONITOR 27,MONITOR,AMD,10516.44,40,,SEM DATA
519,MONITOR 24,MONITOR,Acer,7869.26,42,2023-09-26,COM DATA
520,MOUSE SEM FIO,MOUSE,AOC,11069.15,226,2023-10-29,COM DATA
521,RX 7600,PLACA DE VÍDEO,AMD,7018.56,445,2022-12-29,COM DATA
522,RYZEN 7,PROCESSADOR,Lenovo,6859.02,383,2023-12-13,COM DATA
523,SSD 1TB,SSD,Dell,3422.38,45,2024-12-07,COM DATA
524,HEADSET GAMER,HEADSET,Intel,12722.24,176,,SEM DATA
526,SSD 1TB,SSD,AMD,10729.77,330,2023-07-11,COM DATA
527,MONITOR 24,MONITOR,Samsung,11149.04,414,2024-07-21,COM DATA
528,MOUSE GAMER,MOUSE,LG,4096.57,318,2022-07-29,COM DATA
529,MOUSE GAMER,MOUSE,Asus,1893.09,224,2024-05-10,COM DATA
530,MEMÓRIA 8GB,MEMÓRIA,LG,11995.95,190,2022-04-25,COM DATA
531,SSD 1TB,SSD,Dell,5898.48,278,2022-09-07,COM DATA
532,WEBCAM HD,HD,Intel,10725.94,197,2022-07-12,COM DATA
533,MEMÓRIA 8GB,MEMÓRIA,Dell,14732.1,242,2025-01-30,COM DATA
534,NOTEBOOK OFFICE,NOTEBOOK,Samsung,3814.62,326,2023-04-29,COM DATA
535,RTX 4060,PLACA DE VÍDEO,Dell,4881.21,85,2025-04-05,COM DATA
536,SSD 240GB,SSD,Corsair,7139.55,305,2023-11-25,COM DATA
538,RX 7600,PLACA DE VÍDEO,Logitech,14725.5,403,2024-02-13,COM DATA
540,CORE I5,PROCESSADOR,LG,4868.74,239,2024-07-09,COM DATA
541,RYZEN 7,PROCESSADOR,Dell,3964.97,187,2024-01-16,COM DATA
543,NOTEBOOK OFFICE,NOTEBOOK,LG,9620.74,56,2022-03-06,COM DATA
546,NOTEBOOK OFFICE,NOTEBOOK,AMD,14074.89,212,2022-03-25,COM DATA
547,MONITOR 27,MONITOR,AMD,12520.16,39,2024-02-29,COM DATA
548,CORE I5,PROCESSADOR,Logitech,7902.36,127,2022-08-05,COM DATA
549,MONITOR 27,MONITOR,AMD,8656.92,345,2024-04-02,COM DATA
550,MEMÓRIA 16GB,MEMÓRIA,Asus,9869.83,273,2024-02-01,COM DATA
551,CORE I7,PROCESSADOR,Redragon,9505.95,422,2025-01-31,COM DATA
552,NOTEBOOK GAMER,NOTEBOOK,Kingston,3826.26,492,2022-02-03,COM DATA
554,MOUSE GAMER,MOUSE,Kingston,13890.32,79,2023-05-27,COM DATA
555,TECLADO MECÂNICO,TECLADO,Asus,12169.89,47,2024-09-15,COM DATA
556,MONITOR 27,MONITOR,Dell,12389.06,353,2025-03-26,COM DATA
557,RTX 4070,PLACA DE VÍDEO,Samsung,11706.23,471,2023-04-10,COM DATA
559,RX 7600,PLACA DE VÍDEO,AMD,3327.54,25,2022-07-04,COM DATA
560,RYZEN 5,PROCESSADOR,AMD,4360.95,201,2024-03-28,COM DATA
561,MOUSE GAMER,MOUSE,Intel,5989.94,222,2024-03-20,COM DATA
562,SSD 240GB,SSD,Asus,2957.57,315,2025-03-25,COM DATA
563,MEMÓRIA 16GB,MEMÓRIA,Redragon,10082.78,216,2023-09-17,COM DATA
564,MOUSE GAMER,MOUSE,AOC,5258.75,420,2023-04-24,COM DATA
565,WEBCAM HD,HD,AOC,5619.84,387,,SEM DATA
567,RTX 4060,PLACA DE VÍDEO,AMD,9353.17,72,2022-03-31,COM DATA
568,NOTEBOOK OFFICE,NOTEBOOK,Samsung,920.45,102,2024-03-06,COM DATA
569,NOTEBOOK GAMER,NOTEBOOK,Corsair,9951.46,467,2024-03-02,COM DATA
570,RYZEN 5,PROCESSADOR,Samsung,5722.9,500,2023-01-17,COM DATA
572,RYZEN 7,PROCESSADOR,Corsair,5343.56,154,2023-06-12,COM DATA
573,SSD 1TB,SSD,Acer,13358.22,417,2022-10-09,COM DATA
574,GABINETE RGB,GABINETE,Kingston,5745.46,491,2022-11-09,COM DATA
575,TECLADO MECÂNICO,TECLADO,AMD,4699.49,309,2023-02-19,COM DATA
576,RTX 4070,PLACA DE VÍDEO,LG,4648.8,361,2025-03-02,COM DATA
577,MOUSE SEM FIO,MOUSE,LG,4776.09,285,2022-03-02,COM DATA
578,WEBCAM HD,HD,Corsair,13204.38,211,2023-07-15,COM DATA
579,FONTE 650W,FONTE,Kingston,2835.25,67,2023-04-18,COM DATA
580,RYZEN 5,PROCESSADOR,Kingston,3479.07,13,2024-08-18,COM DATA
581,MOUSE SEM FIO,MOUSE,Acer,5621.91,436,2022-01-31,COM DATA
582,IMPRESSORA LASER,IMPRESSORA,Intel,14253.97,113,2024-09-30,COM DATA
583,NOTEBOOK OFFICE,NOTEBOOK,Acer,13004.29,454,2023-10-03,COM DATA
584,HEADSET GAMER,HEADSET,Samsung,14088.3,292,2024-07-13,COM DATA
585,RTX 4060,PLACA DE VÍDEO,AMD,13168.95,449,2024-03-04,COM DATA
586,HD 2TB,HD,Intel,9467.12,25,2022-12-07,COM DATA
587,RX 7600,PLACA DE VÍDEO,Samsung,9204.75,27,2024-10-22,COM DATA
588,RTX 4060,PLACA DE VÍDEO,Dell,11685.39,480,2023-01-02,COM DATA
589,SSD 1TB,SSD,Logitech,13451.33,458,2022-12-02,COM DATA
590,MONITOR 24,MONITOR,Logitech,1870.69,58,2024-11-13,COM DATA
591,MEMÓRIA 8GB,MEMÓRIA,AOC,2415.3,281,2022-11-04,COM DATA
592,HD 2TB,HD,Lenovo,2186.22,393,2023-01-06,COM DATA
594,FONTE 650W,FONTE,AMD,8841.16,243,2023-07-24,COM DATA
595,NOTEBOOK OFFICE,NOTEBOOK,LG,8372.08,422,2022-03-08,COM DATA
596,MONITOR 27,MONITOR,LG,12573.46,152,2023-08-06,COM DATA
597,RX 7600,PLACA DE VÍDEO,Dell,10378.87,304,2022-07-10,COM DATA
599,TECLADO MECÂNICO,TECLADO,Kingston,4130.79,269,2024-12-19,COM DATA
600,HEADSET GAMER,HEADSET,AOC,7265.27,352,2023-10-11,COM DATA
601,CORE I7,PROCESSADOR,Corsair,8635.64,319,2024-10-16,COM DATA
602,TECLADO MECÂNICO,TECLADO,Intel,2715.01,312,2022-08-30,COM DATA
603,MEMÓRIA 8GB,MEMÓRIA,Corsair,3125.82,315,,SEM DATA
604,RYZEN 7,PROCESSADOR,Dell,10356.46,130,2022-08-22,COM DATA
605,MOUSE SEM FIO,MOUSE,Asus,5133.6,370,2024-09-08,COM DATA
606,RX 7600,PLACA DE VÍDEO,Asus,11962.87,330,2024-08-05,COM DATA
608,MOUSE GAMER,MOUSE,Asus,4989.16,469,2024-02-08,COM DATA
609,MONITOR 27,MONITOR,Lenovo,12639.24,292,2023-10-07,COM DATA
610,RX 7600,PLACA DE VÍDEO,HP,4087.03,44,2024-12-11,COM DATA
612,IMPRESSORA LASER,IMPRESSORA,AOC,5114.94,247,2022-07-21,COM DATA
613,NOTEBOOK OFFICE,NOTEBOOK,AOC,14071.6,346,2024-12-05,COM DATA
614,MONITOR 24,MONITOR,Dell,4678.5,22,2022-07-31,COM DATA
616,SSD 1TB,SSD,AMD,11596.35,343,2024-11-18,COM DATA
617,HEADSET GAMER,HEADSET,HP,8147.08,281,,SEM DATA
618,RYZEN 5,PROCESSADOR,Samsung,13385.8,276,,SEM DATA
619,HEADSET GAMER,HEADSET,Asus,5890.91,360,2023-10-02,COM DATA
620,IMPRESSORA LASER,IMPRESSORA,LG,2988.24,388,2022-07-10,COM DATA
621,FONTE 750W,FONTE,Intel,13796.94,239,2023-04-20,COM DATA
622,RTX 4060,PLACA DE VÍDEO,Corsair,2172.95,458,2023-11-08,COM DATA
624,HEADSET GAMER,HEADSET,AMD,9074.51,65,2022-05-26,COM DATA
625,SSD 240GB,SSD,Acer,8000.53,205,2022-05-16,COM DATA
626,CORE I7,PROCESSADOR,Logitech,12212.46,302,2023-04-29,COM DATA
627,RYZEN 5,PROCESSADOR,Intel,10050.69,378,2023-10-29,COM DATA
628,FONTE 650W,FONTE,Kingston,12333.91,90,2024-02-16,COM DATA
629,CORE I7,PROCESSADOR,Redragon,9681.94,31,2022-01-01,COM DATA
630,CORE I7,PROCESSADOR,Corsair,9920.0,231,2023-10-11,COM DATA
631,RTX 4070,PLACA DE VÍDEO,Asus,11919.31,347,2022-07-02,COM DATA
632,HD 2TB,HD,Dell,9180.13,261,2025-02-20,COM DATA
634,TECLADO MECÂNICO,TECLADO,Asus,6539.15,108,2024-05-04,COM DATA
636,RX 7600,PLACA DE VÍDEO,Kingston,2053.92,70,2024-05-21,COM DATA
637,MEMÓRIA 16GB,MEMÓRIA,Kingston,6826.83,217,2022-01-16,COM DATA
638,CORE I5,PROCESSADOR,Dell,12705.12,121,2025-03-09,COM DATA
639,MOUSE GAMER,MOUSE,AOC,5541.31,297,2023-07-27,COM DATA
640,FONTE 750W,FONTE,Samsung,1191.95,455,2025-01-09,COM DATA
641,NOTEBOOK GAMER,NOTEBOOK,Intel,4701.25,27,2025-03-21,COM DATA
642,MOUSE SEM FIO,MOUSE,Logitech,6326.82,491,2025-02-28,COM DATA
644,SSD 1TB,SSD,Dell,1171.4,401,2022-08-17,COM DATA
645,MOUSE SEM FIO,MOUSE,HP,13653.77,378,2024-09-20,COM DATA
646,MOUSE GAMER,MOUSE,LG,7920.29,16,2024-10-12,COM DATA
647,FONTE 750W,FONTE,Logitech,6205.96,196,,SEM DATA
649,RTX 4070,PLACA DE VÍDEO,Acer,10590.0,242,2023-10-09,COM DATA
650,MEMÓRIA 16GB,MEMÓRIA,Kingston,10249.49,21,2023-07-13,COM DATA
651,RX 7600,PLACA DE VÍDEO,HP,4020.98,50,2023-02-04,COM DATA
653,NOTEBOOK GAMER,NOTEBOOK,Kingston,5285.72,371,2023-03-21,COM DATA
654,FONTE 650W,FONTE,Redragon,9578.48,362,2025-03-05,COM DATA
655,RX 7600,PLACA DE VÍDEO,Corsair,2787.83,56,2024-07-17,COM DATA
656,IMPRESSORA LASER,IMPRESSORA,Redragon,4160.23,218,2022-06-01,COM DATA
658,FONTE 650W,FONTE,Intel,7391.02,73,2023-06-15,COM DATA
659,NOTEBOOK GAMER,NOTEBOOK,Corsair,1112.33,292,2022-01-02,COM DATA
660,RTX 4060,PLACA DE VÍDEO,Logitech,9975.8,136,2024-10-01,COM DATA
661,CORE I5,PROCESSADOR,Logitech,6070.61,372,2024-09-14,COM DATA
662,NOTEBOOK OFFICE,NOTEBOOK,Samsung,8038.86,183,2024-01-19,COM DATA
663,HD 2TB,HD,AMD,14414.66,41,2022-03-22,COM DATA
664,FONTE 750W,FONTE,Samsung,9917.8,153,2024-06-15,COM DATA
667,CORE I5,PROCESSADOR,HP,12110.41,341,,SEM DATA
668,NOTEBOOK OFFICE,NOTEBOOK,LG,7343.64,9,2022-01-30,COM DATA
669,FONTE 650W,FONTE,Samsung,768.37,157,2022-08-06,COM DATA
670,RTX 4070,PLACA DE VÍDEO,Logitech,8932.76,315,2024-04-03,COM DATA
671,TECLADO MECÂNICO,TECLADO,LG,14638.28,294,,SEM DATA
672,MOUSE SEM FIO,MOUSE,Kingston,2135.73,212,2022-03-25,COM DATA
673,NOTEBOOK GAMER,NOTEBOOK,Dell,11869.96,323,2022-01-15,COM DATA
674,HEADSET GAMER,HEADSET,Intel,1355.34,333,2022-09-17,COM DATA
675,MOUSE SEM FIO,MOUSE,Kingston,9604.59,267,2023-01-04,COM DATA
676,MEMÓRIA 16GB,MEMÓRIA,HP,9188.51,45,2023-01-29,COM DATA
677,CORE I5,PROCESSADOR,Redragon,7962.38,48,2023-03-03,COM DATA
678,RYZEN 5,PROCESSADOR,Corsair,2921.91,407,,SEM DATA
679,IMPRESSORA LASER,IMPRESSORA,Logitech,4290.27,222,2022-04-18,COM DATA
681,SSD 240GB,SSD,Acer,10159.25,166,2023-02-14,COM DATA
683,SSD 1TB,SSD,Dell,2063.34,368,,SEM DATA
684,MEMÓRIA 8GB,MEMÓRIA,Kingston,1684.42,238,2022-11-18,COM DATA
685,CORE I5,PROCESSADOR,Acer,9577.23,313,2024-12-04,COM DATA
686,NOTEBOOK GAMER,NOTEBOOK,AOC,14935.05,302,2023-05-21,COM DATA
687,MOUSE GAMER,MOUSE,Dell,6525.05,113,2024-05-05,COM DATA
688,RTX 4070,PLACA DE VÍDEO,Redragon,620.08,240,2022-07-20,COM DATA
689,RTX 4070,PLACA DE VÍDEO,Asus,3622.86,285,2023-08-29,COM DATA
690,HEADSET GAMER,HEADSET,Logitech,14984.3,8,,SEM DATA
691,MEMÓRIA 16GB,MEMÓRIA,Corsair,6967.13,70,2022-01-03,COM DATA
692,HD 2TB,HD,Logitech,1079.06,457,2025-01-15,COM DATA
693,WEBCAM HD,HD,Corsair,3123.05,350,2024-01-16,COM DATA
695,RYZEN 5,PROCESSADOR,Kingston,3086.59,171,2023-03-06,COM DATA
696,GABINETE RGB,GABINETE,Samsung,11418.07,164,2024-02-03,COM DATA
697,CORE I5,PROCESSADOR,Lenovo,7303.68,269,2024-07-14,COM DATA
698,MONITOR 24,MONITOR,Intel,12002.56,484,2022-06-28,COM DATA
702,CORE I5,PROCESSADOR,Kingston,11806.63,248,2022-09-28,COM DATA
703,HD 2TB,HD,LG,4611.3,404,2023-12-25,COM DATA
704,HD 2TB,HD,AOC,14344.08,316,2022-11-11,COM DATA
705,MEMÓRIA 16GB,MEMÓRIA,Logitech,1771.42,162,2022-03-13,COM DATA
706,MOUSE SEM FIO,MOUSE,Dell,14670.78,75,2024-04-08,COM DATA
707,NOTEBOOK GAMER,NOTEBOOK,AMD,11532.4,485,2023-11-10,COM DATA
708,CORE I7,PROCESSADOR,Kingston,4447.44,458,2024-06-24,COM DATA
709,CORE I5,PROCESSADOR,Acer,1702.49,245,2023-03-28,COM DATA
710,RYZEN 7,PROCESSADOR,Redragon,1405.37,28,2023-07-24,COM DATA
711,MONITOR 24,MONITOR,HP,1272.17,434,2024-10-01,COM DATA
713,TECLADO MECÂNICO,TECLADO,Logitech,5283.3,500,2024-05-01,COM DATA
714,WEBCAM HD,HD,AOC,4343.74,412,2022-06-26,COM DATA
715,CORE I7,PROCESSADOR,Dell,4562.4,444,2024-04-18,COM DATA
716,IMPRESSORA LASER,IMPRESSORA,LG,4114.47,89,2024-02-21,COM DATA
717,HD 2TB,HD,Intel,7368.97,421,,SEM DATA
718,RYZEN 5,PROCESSADOR,Lenovo,2327.28,153,2024-05-04,COM DATA
719,SSD 1TB,SSD,Kingston,13603.76,330,2024-01-11,COM DATA
720,HEADSET GAMER,HEADSET,AMD,8492.31,444,,SEM DATA
721,HEADSET GAMER,HEADSET,Dell,2459.45,29,2023-07-13,COM DATA
722,RYZEN 7,PROCESSADOR,AMD,9550.98,489,2023-02-01,COM DATA
723,MEMÓRIA 8GB,MEMÓRIA,AOC,2765.05,48,2023-09-09,COM DATA
724,MOUSE GAMER,MOUSE,Asus,10475.55,185,2024-09-20,COM DATA
725,SSD 240GB,SSD,AMD,13815.19,83,2024-12-12,COM DATA
726,RX 7600,PLACA DE VÍDEO,AOC,10693.96,359,2022-09-26,COM DATA
727,RX 7600,PLACA DE VÍDEO,AMD,7203.18,159,2023-12-02,COM DATA
728,HEADSET GAMER,HEADSET,Lenovo,4584.17,381,2022-09-14,COM DATA
729,MONITOR 24,MONITOR,Redragon,14717.02,217,,SEM DATA
731,TECLADO MECÂNICO,TECLADO,Dell,11739.91,471,2022-07-05,COM DATA
732,MOUSE SEM FIO,MOUSE,Logitech,11198.05,142,2023-05-11,COM DATA
734,MEMÓRIA 16GB,MEMÓRIA,Intel,13865.0,471,2022-08-08,COM DATA
735,RTX 4070,PLACA DE VÍDEO,Samsung,5335.24,194,2024-08-12,COM DATA
736,WEBCAM HD,HD,Intel,2055.97,390,2022-08-25,COM DATA
737,RX 7600,PLACA DE VÍDEO,Lenovo,6865.05,376,2024-05-26,COM DATA
738,MEMÓRIA 16GB,MEMÓRIA,Intel,1062.75,430,2022-08-04,COM DATA
739,RTX 4060,PLACA DE VÍDEO,Logitech,7849.48,346,,SEM DATA
740,SSD 240GB,SSD,Intel,5092.7,304,2023-07-25,COM DATA
741,FONTE 750W,FONTE,Intel,11494.26,303,2024-04-08,COM DATA
742,SSD 1TB,SSD,Corsair,7680.99,75,,SEM DATA
743,RTX 4060,PLACA DE VÍDEO,LG,12458.08,255,2023-09-13,COM DATA
744,RYZEN 5,PROCESSADOR,Lenovo,1463.08,39,2024-10-16,COM DATA
745,NOTEBOOK GAMER,NOTEBOOK,Acer,3939.75,175,2022-09-01,COM DATA
747,CORE I7,PROCESSADOR,AMD,2034.63,366,2025-01-09,COM DATA
750,MEMÓRIA 16GB,MEMÓRIA,Corsair,9384.79,194,2023-05-16,COM DATA
751,HD 2TB,HD,Dell,9728.28,303,2025-01-07,COM DATA
752,RTX 4070,PLACA DE VÍDEO,Intel,6924.42,442,2022-02-15,COM DATA
753,RYZEN 5,PROCESSADOR,HP,5678.51,199,2023-11-20,COM DATA
754,MEMÓRIA 16GB,MEMÓRIA,Intel,12175.63,341,2022-06-04,COM DATA
755,CORE I7,PROCESSADOR,Kingston,8046.79,147,2022-07-08,COM DATA
757,MEMÓRIA 8GB,MEMÓRIA,Lenovo,4541.67,411,2024-11-21,COM DATA
758,RYZEN 7,PROCESSADOR,Intel,11456.36,92,2023-03-13,COM DATA
759,CORE I5,PROCESSADOR,Redragon,12362.14,480,2024-06-07,COM DATA
760,MOUSE GAMER,MOUSE,Corsair,10904.69,30,2023-09-07,COM DATA
762,NOTEBOOK GAMER,NOTEBOOK,Lenovo,9026.46,207,2024-08-08,COM DATA
765,MONITOR 24,MONITOR,Logitech,13510.61,208,2022-10-15,COM DATA
766,CORE I7,PROCESSADOR,AMD,8573.18,256,2023-05-31,COM DATA
767,MEMÓRIA 8GB,MEMÓRIA,Acer,1371.93,307,2023-04-29,COM DATA
768,RX 7600,PLACA DE VÍDEO,Kingston,3285.77,54,2022-04-25,COM DATA
