pedido_id,cliente_id,produto_id,quantidade,preco_unitario,desconto,frete,valor_total,status,data_pedido,status_data
2091,503,141,3.0,13551.67,0.07,39.09,37848.25,ENVIADO,2023-09-09,PEDIDO COM DATA
2092,534,987,6.0,7446.67,0.07,139.95,41692.37,ENVIADO,2024-02-01,PEDIDO COM DATA
2093,472,515,7.0,8433.1,0.0,134.14,59165.84,CANCELADO,2023-06-25,PEDIDO COM DATA
2094,425,938,4.0,2500.82,0.01,80.39,9970.8,PAGO,2024-11-10,PEDIDO COM DATA
2095,257,467,2.0,12984.57,0.04,44.94,24975.31,ENVIADO,2024-02-06,PEDIDO COM DATA
2096,242,230,6.0,13189.28,0.16,16.95,66490.92,ENVIADO,2024-05-16,PEDIDO COM DATA
2097,210,191,8.0,10080.84,0.21,16.67,-500.0,PAGO,,PEDIDO SEM DATA
2098,155,130,10.0,1241.19,0.08,74.28,11493.23,CANCELADO,2022-09-29,PEDIDO COM DATA
2099,721,185,6.0,9253.99,0.13,144.05,48449.88,ENVIADO,2024-09-08,PEDIDO COM DATA
2100,760,737,6.0,1870.07,0.01,20.75,11128.97,PENDENTE,2024-07-30,PEDIDO COM DATA
2101,458,245,3.0,675.03,0.07,95.34,1978.67,PAGO,2023-02-17,PEDIDO COM DATA
2102,927,424,6.0,5109.49,0.01,116.8,30467.17,ENVIADO,2024-08-26,PEDIDO COM DATA
2103,148,466,6.0,1708.76,0.0,80.39,10396.98,CANCELADO,2024-08-04,PEDIDO COM DATA
2105,280,543,5.0,11016.46,0.21,145.56,25248.04,PENDENTE,2022-03-07,PEDIDO COM DATA
2106,181,406,5.0,6195.73,0.16,56.81,-500.0,PAGO,2023-10-24,PEDIDO COM DATA
2107,558,517,1.0,11690.29,0.03,94.95,11434.53,CANCELADO,2024-09-14,PEDIDO COM DATA
2109,474,11,5.0,6623.73,0.03,35.75,32160.84,ENVIADO,2022-07-09,PEDIDO COM DATA
2110,861,868,9.0,5624.2,0.16,73.56,42592.51,PENDENTE,2022-03-04,PEDIDO COM DATA
2112,29,532,10.0,10706.55,0.08,52.0,98552.26,CANCELADO,2025-03-15,PEDIDO COM DATA
2113,862,378,8.0,341.38,0.15,141.67,2463.05,CANCELADO,2024-05-21,PEDIDO COM DATA
2114,965,739,3.0,6763.5,0.17,124.63,16965.74,PAGO,2022-09-06,PEDIDO COM DATA
2115,525,882,1.0,11097.77,0.01,94.89,11081.68,PAGO,,PEDIDO SEM DATA
2116,140,512,7.0,10008.24,0.16,58.26,58906.71,PAGO,2023-07-23,PEDIDO COM DATA
2117,476,138,7.0,7607.68,0.26,24.08,39431.86,PAGO,2024-07-09,PEDIDO COM DATA
2118,326,985,10.0,5443.01,0.21,88.81,-500.0,ENVIADO,2023-08-02,PEDIDO COM DATA
2120,116,502,8.0,3946.86,0.13,147.25,27617.4,CANCELADO,2023-03-19,PEDIDO COM DATA
2121,382,396,10.0,8688.76,0.14,27.39,74750.73,PAGO,2022-11-01,PEDIDO COM DATA
2122,503,115,10.0,1353.92,0.13,91.94,11871.04,PENDENTE,2022-03-23,PEDIDO COM DATA
2125,85,452,8.0,7670.03,0.1,140.58,55364.8,PAGO,2023-10-10,PEDIDO COM DATA
2126,494,710,8.0,10877.06,0.23,88.76,67091.45,PENDENTE,2024-10-26,PEDIDO COM DATA
2127,79,71,-5.0,7434.41,0.01,92.27,44252.67,CANCELADO,2024-07-12,PEDIDO COM DATA
2128,428,191,10.0,3863.6,0.06,24.06,36341.9,ENVIADO,2025-03-18,PEDIDO COM DATA
2130,154,118,1.0,1619.93,0.16,19.94,1380.68,PENDENTE,2024-01-28,PEDIDO COM DATA
2139,876,173,7.0,4835.28,0.0,26.9,33873.86,CANCELADO,2023-09-22,PEDIDO COM DATA
2141,320,980,5.0,10413.85,0.17,149.46,43366.94,PAGO,2024-11-25,PEDIDO COM DATA
2142,141,223,2.0,5402.37,0.25,84.71,8188.27,PENDENTE,2023-05-31,PEDIDO COM DATA
2143,966,403,8.0,12507.79,0.19,149.87,81200.35,ENVIADO,2024-06-22,PEDIDO COM DATA
2147,443,355,5.0,13282.73,0.13,123.52,57903.4,PENDENTE,2025-04-04,PEDIDO COM DATA
2151,7,741,9.0,8282.65,0.23,51.65,57450.41,ENVIADO,2024-04-29,PEDIDO COM DATA
2152,73,244,9.0,14016.77,0.24,137.67,96012.38,CANCELADO,2025-04-08,PEDIDO COM DATA
2153,104,201,4.0,10625.57,0.22,95.73,33247.51,PAGO,2022-02-23,PEDIDO COM DATA
2154,510,317,6.0,1626.67,0.0,130.48,9207.3,CANCELADO,2022-05-13,PEDIDO COM DATA
2156,559,115,3.0,7749.0,0.13,134.16,20359.05,ENVIADO,2023-10-18,PEDIDO COM DATA
2157,978,841,2.0,1077.68,0.05,114.89,2162.48,PENDENTE,2023-05-04,PEDIDO COM DATA
2158,108,920,1.0,14944.75,0.15,32.68,12735.72,PAGO,2022-02-24,PEDIDO COM DATA
2159,951,546,2.0,7651.28,0.01,108.7,15258.23,CANCELADO,2022-06-05,PEDIDO COM DATA
2161,588,490,1.0,3160.17,0.04,12.88,3046.64,ENVIADO,,PEDIDO SEM DATA
2162,825,22,5.0,12654.96,0.0,11.68,63286.48,PAGO,2024-08-25,PEDIDO COM DATA
2163,151,702,3.0,10191.65,0.18,60.03,25131.49,CANCELADO,2025-02-19,PEDIDO COM DATA
2164,568,509,9.0,13595.22,0.25,78.75,25248.04,PENDENTE,2025-01-04,PEDIDO COM DATA
2166,229,288,2.0,8087.49,0.27,14.29,11822.03,PAGO,2023-12-14,PEDIDO COM DATA
2167,825,327,9.0,4985.14,0.06,80.39,42263.9,CANCELADO,2023-01-27,PEDIDO COM DATA
2170,941,529,10.0,10169.41,0.14,107.8,87564.73,PENDENTE,2022-08-05,PEDIDO COM DATA
2172,455,376,8.0,8070.47,0.0,142.1,64705.86,ENVIADO,2023-06-11,PEDIDO COM DATA
2174,237,249,3.0,4907.97,0.23,107.01,11444.42,ENVIADO,2023-06-10,PEDIDO COM DATA
2175,831,696,1.0,11326.35,0.19,17.99,9192.33,PENDENTE,2023-06-19,PEDIDO COM DATA
2176,588,165,5.0,7017.4,0.08,83.84,32363.88,PENDENTE,2022-06-21,PEDIDO COM DATA
2181,435,123,2.0,12491.14,0.03,105.96,24338.77,CANCELADO,2023-11-06,PEDIDO COM DATA
2182,450,782,0.0,8039.02,0.05,84.2,45906.61,PAGO,2023-01-10,PEDIDO COM DATA
2183,137,200,6.0,8336.3,0.18,125.57,41140.17,PAGO,,PEDIDO SEM DATA
2184,324,47,8.0,10746.75,0.15,92.03,73169.93,PENDENTE,2024-01-04,PEDIDO COM DATA
2185,721,719,8.0,7395.26,0.0,49.94,50929.33,PAGO,,PEDIDO SEM DATA
2187,389,22,10.0,1528.12,0.04,134.03,14803.98,PAGO,2022-07-09,PEDIDO COM DATA
2189,128,703,7.0,11612.3,0.07,62.04,75658.11,CANCELADO,2023-07-02,PEDIDO COM DATA
2192,136,871,3.0,13977.99,0.08,13.31,38592.56,CANCELADO,2022-03-04,PEDIDO COM DATA
2193,284,42,5.0,10931.45,0.12,102.93,48201.31,PENDENTE,2022-09-26,PEDIDO COM DATA
2195,280,187,4.0,9381.75,0.1,47.1,33821.4,PENDENTE,2024-05-06,PEDIDO COM DATA
2197,392,995,6.0,3264.31,0.0,60.57,16708.55,ENVIADO,,PEDIDO SEM DATA
2198,371,53,8.0,9348.0,0.25,75.39,56163.39,PAGO,2023-09-30,PEDIDO COM DATA
2200,29,575,8.0,1299.16,0.05,115.44,9989.06,ENVIADO,2022-03-19,PEDIDO COM DATA
2201,215,78,6.0,12164.15,0.27,135.11,53414.09,PENDENTE,2022-01-29,PEDIDO COM DATA
2203,434,506,6.0,7744.8,0.23,55.44,35836.42,CANCELADO,2024-06-15,PEDIDO COM DATA
2204,255,401,7.0,9337.93,0.2,27.91,52320.32,CANCELADO,2023-04-08,PEDIDO COM DATA
2205,277,784,6.0,13701.3,0.2,106.43,65872.67,PENDENTE,2025-03-21,PEDIDO COM DATA
2206,110,436,7.0,6748.0,0.29,71.83,33609.39,CANCELADO,2024-12-27,PEDIDO COM DATA
2207,278,636,2.0,14366.89,0.03,65.34,27937.11,PENDENTE,2025-03-31,PEDIDO COM DATA
2209,959,450,9.0,238.56,0.13,50.98,25248.04,PENDENTE,2024-06-03,PEDIDO COM DATA
2212,313,186,-5.0,11638.38,0.11,10.97,62159.92,PAGO,,PEDIDO SEM DATA
2213,75,841,4.0,12330.78,0.12,101.59,43505.94,ENVIADO,2024-06-22,PEDIDO COM DATA
2214,29,755,8.0,12023.0,0.13,13.49,83693.57,CANCELADO,2022-06-12,PEDIDO COM DATA
2215,677,500,5.0,13378.22,0.09,64.25,60935.15,ENVIADO,2023-01-17,PEDIDO COM DATA
2216,929,367,8.0,10623.94,0.24,126.54,64720.1,ENVIADO,,PEDIDO SEM DATA
2217,501,519,6.0,13238.03,0.19,45.1,64381.93,PAGO,2022-11-26,PEDIDO COM DATA
2218,731,225,10.0,13045.39,0.0,83.38,97923.8,PENDENTE,2022-10-11,PEDIDO COM DATA
2219,7,297,5.0,14222.17,0.08,119.28,65541.26,ENVIADO,2024-02-17,PEDIDO COM DATA
2221,837,486,7.0,5785.31,0.26,77.29,30045.2,ENVIADO,2023-09-29,PEDIDO COM DATA
2222,329,949,3.0,1077.73,0.11,50.25,2927.79,CANCELADO,2023-07-19,PEDIDO COM DATA
2223,6,442,2.0,10310.35,0.17,106.93,17222.11,CANCELADO,,PEDIDO SEM DATA
2224,144,313,7.0,12915.39,0.13,91.78,78746.51,PENDENTE,2023-05-11,PEDIDO COM DATA
2226,403,107,6.0,1140.8,0.06,95.21,6529.32,PENDENTE,2024-10-24,PEDIDO COM DATA
2227,948,92,4.0,4936.11,0.29,143.73,14162.28,CANCELADO,2025-01-05,PEDIDO COM DATA
2228,257,70,8.0,9806.83,0.28,55.78,56543.12,ENVIADO,2022-09-22,PEDIDO COM DATA
2229,435,957,10.0,4611.65,0.14,108.52,39768.71,CANCELADO,2022-08-28,PEDIDO COM DATA
2233,295,194,3.0,5761.25,0.1,104.3,15659.67,CANCELADO,2022-05-15,PEDIDO COM DATA
2234,916,164,1.0,2134.33,0.08,51.65,2015.23,PENDENTE,2023-01-13,PEDIDO COM DATA
2235,876,599,10.0,9129.36,0.14,80.39,78542.06,PENDENTE,2023-04-28,PEDIDO COM DATA
2236,720,707,4.0,14081.77,0.04,131.78,54205.78,ENVIADO,2024-01-02,PEDIDO COM DATA
2237,231,346,6.0,4663.57,0.28,50.33,20196.95,PENDENTE,2023-06-30,PEDIDO COM DATA
2238,725,53,3.0,14426.56,0.1,140.72,39092.43,CANCELADO,2024-10-29,PEDIDO COM DATA
2239,295,832,8.0,7107.85,0.0,133.84,53584.87,PAGO,2022-10-31,PEDIDO COM DATA
2240,355,614,4.0,8519.04,0.24,54.11,25951.99,PENDENTE,,PEDIDO SEM DATA
2241,877,670,6.0,8978.64,0.01,110.4,53443.52,ENVIADO,2022-07-10,PEDIDO COM DATA
2242,161,707,1.0,9480.48,0.14,31.03,8184.24,ENVIADO,2024-11-04,PEDIDO COM DATA
2243,943,457,9.0,4807.72,0.0,17.89,37229.64,ENVIADO,2023-03-10,PEDIDO COM DATA
2244,144,351,9.0,10968.65,0.13,144.03,86028.56,CANCELADO,2024-08-05,PEDIDO COM DATA
2245,248,297,5.0,12055.31,0.19,40.83,48864.84,CANCELADO,2022-05-14,PEDIDO COM DATA
2247,580,370,10.0,6137.65,0.24,11.76,46657.9,PENDENTE,2025-03-12,PEDIDO COM DATA
2249,134,236,8.0,5959.55,0.01,80.39,47219.45,CANCELADO,2024-09-23,PEDIDO COM DATA
2250,605,573,3.0,1845.46,0.19,38.04,4522.51,PAGO,2022-06-28,PEDIDO COM DATA
2254,438,170,10.0,7161.33,0.06,63.25,67379.75,PENDENTE,2023-09-15,PEDIDO COM DATA
2257,257,619,5.0,13344.62,0.23,105.23,51482.02,ENVIADO,2022-06-27,PEDIDO COM DATA
2259,824,139,4.0,7419.51,0.15,145.72,0.0,PAGO,2022-07-16,PEDIDO COM DATA
2260,376,185,1.0,108.44,0.05,91.19,194.21,PAGO,2023-08-20,PEDIDO COM DATA
2261,608,567,3.0,1211.65,0.15,35.7,3125.41,PAGO,2023-05-17,PEDIDO COM DATA
2263,864,983,4.0,12316.01,0.05,51.16,46852.0,PAGO,2023-10-03,PEDIDO COM DATA
2265,673,751,9.0,164.86,0.26,140.63,1238.6,PAGO,2022-02-21,PEDIDO COM DATA
2266,615,892,4.0,2685.67,0.21,86.49,8573.21,PAGO,2022-12-02,PEDIDO COM DATA
2267,115,102,7.0,7020.49,0.1,80.39,44279.71,PAGO,2024-04-01,PEDIDO COM DATA
2268,114,116,7.0,14808.5,0.14,126.11,25248.04,CANCELADO,2022-12-13,PEDIDO COM DATA
2269,240,799,1.0,2576.07,0.01,80.39,2640.58,PAGO,2024-01-10,PEDIDO COM DATA
2272,336,736,1.0,1281.48,0.27,71.86,1007.34,CANCELADO,2025-01-25,PEDIDO COM DATA
2275,935,523,9.0,6094.97,0.06,102.03,51665.48,ENVIADO,2023-09-02,PEDIDO COM DATA
2279,652,603,3.0,7991.09,0.16,87.79,20225.34,PENDENTE,2023-03-17,PEDIDO COM DATA
2281,293,273,3.0,10166.39,0.07,88.01,28452.24,ENVIADO,2024-07-18,PEDIDO COM DATA
2282,808,995,3.0,7110.35,0.1,147.29,25248.04,ENVIADO,2023-02-03,PEDIDO COM DATA
2283,799,61,2.0,3941.81,0.26,22.86,5856.74,PENDENTE,2024-12-17,PEDIDO COM DATA
2284,187,909,4.0,2940.47,0.14,49.66,10164.88,CANCELADO,2022-10-29,PEDIDO COM DATA
2285,108,479,6.0,3991.76,0.17,51.02,19929.98,PENDENTE,2023-09-07,PEDIDO COM DATA
2286,518,113,6.0,1137.42,0.19,27.22,5555.08,ENVIADO,2022-12-22,PEDIDO COM DATA
2287,746,210,6.0,3231.83,0.27,96.56,14251.98,PAGO,2022-09-02,PEDIDO COM DATA
2288,967,667,2.0,11958.12,0.07,48.91,22291.01,PENDENTE,2023-06-17,PEDIDO COM DATA
2291,622,105,3.0,11988.71,0.0,82.64,27416.9,ENVIADO,2022-06-21,PEDIDO COM DATA
2292,10,105,-5.0,13507.87,0.1,29.43,24343.6,ENVIADO,2024-11-13,PEDIDO COM DATA
2294,268,168,1.0,13972.9,0.19,50.03,25248.04,ENVIADO,2022-05-19,PEDIDO COM DATA
2296,236,30,6.0,4729.59,0.14,80.39,24480.37,PAGO,2022-03-24,PEDIDO COM DATA
2297,224,620,5.0,10951.85,0.16,54.3,0.0,PENDENTE,2024-12-22,PEDIDO COM DATA
2300,63,514,6.0,14740.36,0.18,42.78,72565.35,CANCELADO,2022-03-19,PEDIDO COM DATA
2301,741,916,7.0,13818.8,0.28,118.28,69765.03,PENDENTE,,PEDIDO SEM DATA
2303,780,868,7.0,4929.77,0.05,120.12,32903.09,PAGO,2024-11-24,PEDIDO COM DATA
2304,39,449,1.0,901.57,0.08,22.55,851.99,PENDENTE,2025-01-17,PEDIDO COM DATA
2305,725,207,-1.0,13063.79,0.11,80.39,116312.4,PAGO,,PEDIDO SEM DATA
2306,210,270,7.0,1161.92,0.16,79.75,6911.84,PENDENTE,2023-03-24,PEDIDO COM DATA
2309,69,33,10.0,3619.62,0.12,111.48,31964.14,ENVIADO,2024-02-13,PEDIDO COM DATA
2311,144,391,10.0,3080.7,0.09,38.76,28073.13,PAGO,2023-02-26,PEDIDO COM DATA
2312,764,72,5.0,14607.59,0.16,57.09,61408.97,ENVIADO,2024-06-20,PEDIDO COM DATA
2313,109,328,2.0,11200.32,0.09,124.1,20508.68,CANCELADO,2022-10-06,PEDIDO COM DATA
2316,394,695,6.0,9381.61,0.02,108.96,55272.83,CANCELADO,2022-10-23,PEDIDO COM DATA
2317,599,7,1.0,3882.26,0.29,33.78,2790.18,ENVIADO,2022-01-20,PEDIDO COM DATA
2321,296,664,3.0,10769.01,0.21,103.33,25625.88,CANCELADO,2022-04-17,PEDIDO COM DATA
2322,906,401,9.0,14034.34,0.02,60.2,123843.08,CANCELADO,2022-03-30,PEDIDO COM DATA
2323,431,957,4.0,5832.38,0.12,11.98,20541.96,CANCELADO,2024-04-30,PEDIDO COM DATA
2324,192,135,-1.0,13596.36,0.28,81.51,49028.41,ENVIADO,2023-10-01,PEDIDO COM DATA
2327,289,416,10.0,13752.38,0.23,25.48,105918.81,PAGO,2024-12-09,PEDIDO COM DATA
2330,712,391,4.0,11227.28,0.1,105.69,40523.9,PAGO,,PEDIDO SEM DATA
2332,478,497,10.0,469.7,0.28,99.26,3481.1,PENDENTE,2022-11-21,PEDIDO COM DATA
2333,870,335,-1.0,7741.02,0.1,36.95,69706.13,PAGO,2024-10-01,PEDIDO COM DATA
2334,354,649,4.0,10001.09,0.03,38.12,38842.35,PAGO,2025-04-07,PEDIDO COM DATA
2337,87,419,6.0,6618.14,0.25,29.27,29810.9,CANCELADO,2023-07-05,PEDIDO COM DATA
2338,578,683,1.0,13342.77,0.29,88.78,9562.15,CANCELADO,2024-07-27,PEDIDO COM DATA
2339,829,420,7.0,1170.83,0.26,138.6,-500.0,CANCELADO,2023-12-11,PEDIDO COM DATA
2340,763,455,9.0,2828.87,0.28,89.0,18420.08,PAGO,2022-08-28,PEDIDO COM DATA
2341,292,90,3.0,9564.02,0.01,80.39,25248.04,PENDENTE,2022-01-02,PEDIDO COM DATA
2342,30,925,4.0,13897.72,0.21,87.08,44003.88,ENVIADO,2023-03-27,PEDIDO COM DATA
2343,967,18,4.0,9710.08,0.0,118.41,36239.91,PAGO,2023-12-13,PEDIDO COM DATA
2344,878,334,-5.0,12086.82,0.25,128.51,72649.43,PAGO,2022-01-12,PEDIDO COM DATA
2346,97,140,10.0,12016.05,0.0,80.39,104673.14,PAGO,,PEDIDO SEM DATA
2348,940,777,4.0,9469.45,0.22,49.63,29594.31,PENDENTE,2022-08-08,PEDIDO COM DATA
2349,326,970,10.0,5681.89,0.02,40.66,55723.18,PENDENTE,2024-01-05,PEDIDO COM DATA
2350,107,89,10.0,9850.11,0.06,59.47,92650.5,ENVIADO,2022-03-16,PEDIDO COM DATA
2351,234,779,3.0,3718.6,0.16,72.67,25248.04,CANCELADO,2022-05-26,PEDIDO COM DATA
2352,800,972,5.0,270.09,0.06,95.67,1365.09,PAGO,2024-11-11,PEDIDO COM DATA
2353,245,165,10.0,9974.35,0.19,132.16,80924.4,PAGO,2023-12-15,PEDIDO COM DATA
2356,930,191,4.0,10200.04,0.0,68.47,40868.63,PENDENTE,2024-02-14,PEDIDO COM DATA
2358,737,308,5.0,10175.28,0.28,82.55,36713.56,PAGO,2024-12-02,PEDIDO COM DATA
2359,107,781,2.0,12287.64,0.09,70.59,22434.09,ENVIADO,2022-03-17,PEDIDO COM DATA
2360,62,677,7.0,11268.58,0.25,84.49,59244.53,CANCELADO,2022-05-04,PEDIDO COM DATA
2361,497,328,9.0,14297.0,0.02,139.04,126238.58,PENDENTE,2023-05-16,PEDIDO COM DATA
2363,557,8,4.0,12065.39,0.29,149.35,34415.06,PENDENTE,2024-11-13,PEDIDO COM DATA
2364,387,594,8.0,14379.58,0.0,68.52,105902.23,CANCELADO,2024-08-19,PEDIDO COM DATA
2365,455,771,3.0,6209.86,0.03,148.72,18219.41,PENDENTE,2023-04-02,PEDIDO COM DATA
2366,772,714,1.0,13008.26,0.23,129.74,10146.1,CANCELADO,,PEDIDO SEM DATA
2367,628,169,-1.0,8090.81,0.16,139.14,40916.82,PENDENTE,2024-06-01,PEDIDO COM DATA
2368,335,684,5.0,13068.76,0.0,147.74,65491.54,ENVIADO,2022-10-13,PEDIDO COM DATA
2369,152,799,6.0,914.04,0.13,129.06,4900.35,ENVIADO,2024-12-08,PEDIDO COM DATA
2370,966,552,3.0,3179.29,0.17,129.15,8045.58,PENDENTE,2024-03-15,PEDIDO COM DATA
2371,407,208,4.0,266.36,0.17,80.39,948.56,ENVIADO,2023-10-01,PEDIDO COM DATA
2373,63,731,2.0,5835.07,0.07,62.55,10915.78,PAGO,2024-12-28,PEDIDO COM DATA
2376,138,924,5.0,4176.3,0.29,68.3,14894.16,PAGO,2024-05-31,PEDIDO COM DATA
2377,896,182,5.0,2310.09,0.06,83.48,10940.9,PAGO,2024-08-08,PEDIDO COM DATA
2378,632,529,6.0,379.19,0.07,102.23,2218.11,PENDENTE,2023-04-01,PEDIDO COM DATA
2379,795,125,8.0,11464.11,0.08,90.49,84466.34,CANCELADO,2025-03-31,PEDIDO COM DATA
2381,428,622,7.0,2510.34,0.29,129.15,12605.54,CANCELADO,2023-08-28,PEDIDO COM DATA
2383,403,364,5.0,3173.09,0.18,47.24,13056.91,CANCELADO,2022-07-16,PEDIDO COM DATA
2386,11,31,4.0,10656.18,0.11,83.9,38019.9,ENVIADO,2023-08-25,PEDIDO COM DATA
2387,614,388,7.0,5668.02,0.0,28.91,39705.05,PAGO,,PEDIDO SEM DATA
2388,530,609,4.0,7526.04,0.0,127.63,28726.58,CANCELADO,2022-08-28,PEDIDO COM DATA
2389,141,406,10.0,11616.84,0.1,146.4,104697.96,PAGO,2024-05-25,PEDIDO COM DATA
2390,482,536,2.0,6909.8,0.04,126.79,13393.61,PENDENTE,,PEDIDO SEM DATA
2395,723,691,8.0,14496.31,0.09,97.49,105630.63,ENVIADO,2024-07-18,PEDIDO COM DATA
2396,694,737,7.0,14294.26,0.17,24.12,83073.77,CANCELADO,2024-06-19,PEDIDO COM DATA
2397,940,732,7.0,6749.82,0.27,141.72,34633.3,PAGO,2022-12-07,PEDIDO COM DATA
2398,777,576,10.0,9627.25,0.16,61.38,80930.28,CANCELADO,2022-07-24,PEDIDO COM DATA
2400,446,770,10.0,12522.45,0.0,109.4,25248.04,PENDENTE,2023-05-04,PEDIDO COM DATA
2401,126,53,7.0,4698.98,0.23,72.23,25399.73,CANCELADO,2023-09-18,PEDIDO COM DATA
2402,947,212,5.0,3894.17,0.18,77.96,16044.06,PENDENTE,2024-04-21,PEDIDO COM DATA
2403,844,899,6.0,14876.98,0.13,141.55,77799.39,ENVIADO,2022-05-18,PEDIDO COM DATA
2405,110,487,5.0,13927.23,0.0,46.01,55058.57,ENVIADO,2024-03-23,PEDIDO COM DATA
2406,477,361,3.0,7214.85,0.3,71.29,15222.48,CANCELADO,2022-01-19,PEDIDO COM DATA
2407,816,780,5.0,2693.15,0.21,32.02,10669.96,ENVIADO,2024-08-03,PEDIDO COM DATA
2409,56,846,5.0,5771.57,0.0,134.79,24952.54,CANCELADO,2022-03-09,PEDIDO COM DATA
2410,190,403,2.0,3578.62,0.01,97.34,7183.01,ENVIADO,2024-02-26,PEDIDO COM DATA
2412,171,968,9.0,11186.3,0.27,80.39,73569.28,PENDENTE,2023-01-18,PEDIDO COM DATA
2413,388,795,8.0,12861.72,0.23,137.77,79365.97,PAGO,2023-12-14,PEDIDO COM DATA
2416,206,487,9.0,3771.95,0.1,19.37,30572.16,PAGO,2022-05-16,PEDIDO COM DATA
2417,505,434,3.0,1697.74,0.28,68.36,3735.48,CANCELADO,2023-05-24,PEDIDO COM DATA
2418,145,131,5.0,13546.16,0.23,15.48,52168.2,ENVIADO,2022-05-29,PEDIDO COM DATA
2422,674,443,10.0,8862.68,0.19,144.6,71932.31,PAGO,2022-11-26,PEDIDO COM DATA
2424,829,274,10.0,7648.54,0.17,127.49,0.0,PENDENTE,,PEDIDO SEM DATA
2425,763,444,6.0,6270.45,0.21,79.36,29801.29,PENDENTE,2022-02-16,PEDIDO COM DATA
2426,589,639,6.0,12743.48,0.09,80.39,69719.2,CANCELADO,2023-01-25,PEDIDO COM DATA
2427,134,788,3.0,12708.36,0.01,149.46,37893.29,ENVIADO,2022-07-22,PEDIDO COM DATA
2429,38,531,4.0,5547.52,0.19,139.57,18113.53,PENDENTE,2022-02-01,PEDIDO COM DATA
2430,393,382,7.0,9206.11,0.05,103.0,61323.63,PAGO,2022-12-23,PEDIDO COM DATA
2431,237,928,5.0,1859.03,0.06,113.53,8850.97,PAGO,2022-11-26,PEDIDO COM DATA
2433,466,229,6.0,10010.85,0.08,149.16,0.0,ENVIADO,2024-05-24,PEDIDO COM DATA
2434,878,587,1.0,13328.77,0.13,78.09,11674.12,CANCELADO,2022-05-06,PEDIDO COM DATA
2436,765,955,5.0,2154.16,0.1,92.81,9786.53,ENVIADO,2024-07-23,PEDIDO COM DATA
2437,457,691,6.0,737.56,0.3,102.17,3199.92,PAGO,2023-04-11,PEDIDO COM DATA
2439,705,641,10.0,11582.44,0.07,102.87,25248.04,PENDENTE,2024-12-13,PEDIDO COM DATA
2440,134,661,1.0,2270.2,0.29,54.41,1666.25,ENVIADO,2024-07-15,PEDIDO COM DATA
2441,813,70,9.0,14905.09,0.17,120.24,111461.26,CANCELADO,2025-04-14,PEDIDO COM DATA
2443,202,518,10.0,5698.51,0.25,50.89,42789.72,PENDENTE,,PEDIDO SEM DATA
2445,260,888,10.0,11512.94,0.23,89.11,88738.75,ENVIADO,2023-06-28,PEDIDO COM DATA
2446,362,528,8.0,13505.16,0.08,102.25,99500.23,CANCELADO,2022-09-21,PEDIDO COM DATA
2447,836,529,4.0,12805.14,0.28,58.35,36937.15,PENDENTE,2023-04-27,PEDIDO COM DATA
2448,968,443,8.0,5609.62,0.13,77.77,39120.73,ENVIADO,,PEDIDO SEM DATA
2450,404,403,7.0,9071.63,0.15,103.59,54079.79,PENDENTE,2024-01-25,PEDIDO COM DATA
2451,513,673,4.0,11743.86,0.22,40.52,36681.36,CANCELADO,2024-12-25,PEDIDO COM DATA
2452,754,911,7.0,7354.51,0.1,11.47,46344.88,CANCELADO,2024-08-02,PEDIDO COM DATA
2453,275,971,7.0,11242.48,0.29,20.08,55895.21,PENDENTE,2022-08-08,PEDIDO COM DATA
2457,495,945,3.0,11486.02,0.18,91.3,25248.04,PAGO,2024-08-29,PEDIDO COM DATA
2458,187,711,10.0,13800.61,0.12,117.18,121562.55,PAGO,2025-03-21,PEDIDO COM DATA
2459,795,713,2.0,3197.93,0.04,81.3,6221.33,CANCELADO,2022-06-05,PEDIDO COM DATA
2461,615,161,3.0,3317.32,0.11,133.61,25248.04,PENDENTE,2025-01-25,PEDIDO COM DATA
2462,731,182,10.0,13927.23,0.24,59.95,105906.9,ENVIADO,2023-09-08,PEDIDO COM DATA
2463,161,421,9.0,9969.55,0.26,79.84,66477.04,PAGO,2022-09-09,PEDIDO COM DATA
2464,972,362,1.0,7904.5,0.01,85.58,7911.03,PAGO,2022-01-25,PEDIDO COM DATA
2465,11,112,1.0,8438.94,0.19,134.55,6970.09,ENVIADO,2024-12-24,PEDIDO COM DATA
2466,748,562,7.0,5666.38,0.25,120.01,29868.51,ENVIADO,2023-04-14,PEDIDO COM DATA
2467,492,592,3.0,2360.13,0.26,106.94,5346.43,PENDENTE,2025-01-30,PEDIDO COM DATA
2468,511,251,5.0,14804.41,0.02,144.91,72686.52,ENVIADO,2025-02-28,PEDIDO COM DATA
2470,497,738,4.0,5845.23,0.11,95.96,20904.98,CANCELADO,2024-07-16,PEDIDO COM DATA
2471,116,819,10.0,8037.6,0.29,46.95,57113.91,ENVIADO,2023-05-29,PEDIDO COM DATA
2472,495,285,4.0,6590.05,0.05,29.82,25072.01,PAGO,2025-01-27,PEDIDO COM DATA
2473,853,532,8.0,4995.01,0.15,131.87,34097.94,PAGO,2023-10-25,PEDIDO COM DATA
2474,328,294,6.0,11096.79,0.13,63.17,57988.41,CANCELADO,2024-04-17,PEDIDO COM DATA
2476,929,841,10.0,10064.78,0.01,80.39,99706.75,ENVIADO,2023-10-29,PEDIDO COM DATA
2477,517,668,9.0,2211.58,0.21,76.65,25248.04,PENDENTE,2024-06-14,PEDIDO COM DATA
