pagamento_id,pedido_id,forma_pagamento,parcelas,bandeira_cartao,valor_pago,status,data_pagamento,status_data
1887,6337,CARTÃO,10,HIPERCARD,10656.9,PAGO,2022-11-25,COM DATA
1888,2147,BOLETO,3,SEM BANDEIRA,12138.9,PAGO,2022-05-18,COM DATA
1889,3031,PIX,5,SEM BANDEIRA,12486.82,Pendente,2023-06-21,COM DATA
1890,422,CARTÃO,5,SEM BANDEIRA,14267.05,PAGO,2022-01-20,COM DATA
1891,2833,CARTÃO,7,SEM BANDEIRA,3518.6,ESTORNADO,2023-12-26,COM DATA
1892,5194,PIX,12,SEM BANDEIRA,423.11,PENDENTE,2022-06-28,COM DATA
1893,1866,CARTÃO,5,MASTERCARD,0.0,ESTORNADO,2024-08-03,COM DATA
1894,6816,PIX,-1,SEM BANDEIRA,7413.66,PENDENTE,2022-03-22,COM DATA
1895,9701,BOLETO,9,SEM BANDEIRA,534.86,ESTORNADO,2025-03-18,COM DATA
1896,9433,PIX,9,SEM BANDEIRA,2328.12,ESTORNADO,2024-03-27,COM DATA
1897,4922,PIX,8,SEM BANDEIRA,1294.44,ESTORNADO,2022-03-03,COM DATA
1898,3375,CARTÃO,1,ELO,7367.205,CANCELADO,2024-10-12,COM DATA
1899,2515,BOLETO,12,SEM BANDEIRA,12897.76,PENDENTE,2024-10-28,COM DATA
1900,1521,PIX,6,SEM BANDEIRA,11562.74,ESTORNADO,2024-03-28,COM DATA
1901,373,PIX,6,SEM BANDEIRA,8915.24,PENDENTE,2023-03-23,COM DATA
1902,972,PIX,8,SEM BANDEIRA,1639.26,Estornado,2023-03-19,COM DATA
1903,502,DINHEIRO,6,SEM BANDEIRA,13345.49,PENDENTE,2022-01-11,COM DATA
1904,8076,CARTÃO,3,AMERICAN EXPRESS,7878.49,PENDENTE,2022-08-23,COM DATA
1905,6895,PIX,4,SEM BANDEIRA,13791.68,ESTORNADO,2023-01-30,COM DATA
1906,3941,PIX,1,SEM BANDEIRA,3886.3,PAGO,2023-06-29,COM DATA
1907,3783,DINHEIRO,2,SEM BANDEIRA,1971.44,PENDENTE,2022-01-10,COM DATA
1908,1818,BOLETO,5,SEM BANDEIRA,11992.81,PENDENTE,2022-07-28,COM DATA
1909,509,CARTÃO,-5,AMERICAN EXPRESS,1160.4,ESTORNADO,2022-12-26,COM DATA
1910,8205,CARTÃO,7,MASTERCARD,7367.205,PENDENTE,2023-11-24,COM DATA
1911,5803,DINHEIRO,7,SEM BANDEIRA,449.36,PAGO,2024-12-06,COM DATA
1912,9619,DINHEIRO,5,SEM BANDEIRA,10311.1,ESTORNADO,2022-04-24,COM DATA
1913,5323,DINHEIRO,1,SEM BANDEIRA,7367.205,ESTORNADO,2023-01-23,COM DATA
1914,4254,PIX,4,SEM BANDEIRA,4140.92,ESTORNADO,2025-03-14,COM DATA
1915,9444,BOLETO,12,SEM BANDEIRA,1879.22,PAGO,2024-09-01,COM DATA
1916,5796,DINHEIRO,3,SEM BANDEIRA,7130.27,PAGO,2024-07-04,COM DATA
1917,5015,DINHEIRO,10,SEM BANDEIRA,9940.71,PENDENTE,2024-11-19,COM DATA
1918,1493,PIX,1,SEM BANDEIRA,1375.65,PAGO,,SEM DATA
1919,9278,BOLETO,9,SEM BANDEIRA,4241.99,ESTORNADO,2025-01-14,COM DATA
1920,3495,DINHEIRO,3,SEM BANDEIRA,10124.05,PENDENTE,2024-02-14,COM DATA
1921,7477,DINHEIRO,0,SEM BANDEIRA,12422.52,PENDENTE,,SEM DATA
1922,7990,PIX,2,SEM BANDEIRA,14832.91,PAGO,2022-05-04,COM DATA
1923,7496,BOLETO,5,SEM BANDEIRA,2603.48,PENDENTE,2023-05-09,COM DATA
1924,7912,CANCELADO,9,SEM BANDEIRA,10126.86,ESTORNADO,2022-06-27,COM DATA
1925,9092,PIX,0,SEM BANDEIRA,14534.3,PAGO,2023-02-21,COM DATA
1926,3523,BOLETO,8,SEM BANDEIRA,966.4,PENDENTE,,SEM DATA
1927,347,DINHEIRO,1,SEM BANDEIRA,12164.92,PENDENTE,,SEM DATA
1928,9350,CARTÃO,5,MASTERCARD,7579.01,ESTORNADO,,SEM DATA
1929,4693,BOLETO,6,SEM BANDEIRA,5936.61,PENDENTE,2023-07-10,COM DATA
1930,9461,BOLETO,1,SEM BANDEIRA,7367.205,PAGO,2023-03-20,COM DATA
1931,6373,CARTAO,6,SEM BANDEIRA,2594.02,PENDENTE,2024-02-20,COM DATA
1932,1418,DINHEIRO,9,SEM BANDEIRA,5155.59,ESTORNADO,,SEM DATA
1933,3440,DINHEIRO,12,SEM BANDEIRA,13863.76,PENDENTE,2024-11-30,COM DATA
1934,2291,CARTÃO,-1,ELO,10119.06,PAGO,2025-01-17,COM DATA
1935,5115,PIX,11,MASTERCARD,3130.09,PAGO,2024-11-19,COM DATA
1936,4603,BOLETO,7,SEM BANDEIRA,9526.57,PAGO,2024-02-01,COM DATA
1937,1863,DINHEIRO,7,SEM BANDEIRA,8579.08,PENDENTE,2022-07-16,COM DATA
1938,8838,CARTÃO,8,HIPERCARD,9318.45,PAGO,2024-12-05,COM DATA
1939,3346,BOLETO,12,SEM BANDEIRA,14424.07,ESTORNADO,2023-03-22,COM DATA
1940,1316,BOLETO,0,SEM BANDEIRA,3585.58,PAGO,,SEM DATA
1941,7118,DINHEIRO,11,SEM BANDEIRA,10072.99,PAGO,2024-05-27,COM DATA
1942,9168,BOLETO,12,SEM BANDEIRA,9242.25,ESTORNADO,2024-03-31,COM DATA
1943,7238,BOLETO,4,SEM BANDEIRA,8599.96,CANCELADO,2024-04-29,COM DATA
1944,6030,CARTAO,2,HIPERCARD,0.0,ESTORNADO,2024-02-10,COM DATA
1945,2749,BOLETO,12,SEM BANDEIRA,5870.01,PENDENTE,2022-05-14,COM DATA
1946,6414,PIX,2,SEM BANDEIRA,8712.3,Pagoo,2023-09-26,COM DATA
1947,7329,CARTÃO,0,AMERICAN EXPRESS,7046.05,PENDENTE,2023-02-10,COM DATA
1948,10717,BOLETO,12,SEM BANDEIRA,9860.85,PENDENTE,2024-10-08,COM DATA
1949,3831,DINHEIRO,-5,SEM BANDEIRA,13235.1,ESTORNADO,2023-09-13,COM DATA
1950,7251,PIX,10,SEM BANDEIRA,7939.4,ESTORNADO,2022-03-25,COM DATA
1951,5299,PIX,3,SEM BANDEIRA,3611.36,ESTORNADO,2024-12-18,COM DATA
1952,5407,PIX,2,SEM BANDEIRA,7367.205,PAGO,2023-08-19,COM DATA
1953,12,BOLETO,10,SEM BANDEIRA,12039.67,PAGO,2023-01-17,COM DATA
1954,5539,PIX,4,SEM BANDEIRA,10910.83,ESTORNADO,,SEM DATA
1955,2010,BOLETO,9,SEM BANDEIRA,9040.62,PAGO,2022-01-01,COM DATA
1956,425,PIX,-5,MASTERCARD,5094.26,PENDENTE,,SEM DATA
1957,9794,BOLETO,10,SEM BANDEIRA,8531.7,ESTORNADO,2023-04-01,COM DATA
1958,9444,DINHEIRO,9,SEM BANDEIRA,6581.57,ESTORNADO,2022-11-30,COM DATA
1959,9151,BOLETO,1,SEM BANDEIRA,7366.13,ESTORNADO,2022-12-01,COM DATA
1960,690,PIX,1,SEM BANDEIRA,9992.57,PAGO,2024-03-06,COM DATA
1961,1119,CARTÃO,7,MASTERCARD,11839.12,ESTORNADO,2024-10-01,COM DATA
1962,2753,PIX,2,SEM BANDEIRA,8324.42,PAGO,2023-03-30,COM DATA
1963,2984,BOLETO,-1,SEM BANDEIRA,8764.07,ESTORNADO,2024-10-31,COM DATA
1964,1728,PIX,10,SEM BANDEIRA,10564.31,ESTORNADO,2022-04-11,COM DATA
1965,6918,PIX,9,SEM BANDEIRA,1854.29,PENDENTE,2022-06-04,COM DATA
1966,8185,PIX,5,SEM BANDEIRA,7367.205,ESTORNADO,2023-11-12,COM DATA
1967,8217,PIX,7,SEM BANDEIRA,12418.88,ESTORNADO,2022-03-25,COM DATA
1968,2321,BOLETO,2,SEM BANDEIRA,4589.64,ESTORNADO,2024-12-28,COM DATA
1969,6656,DINHEIRO,10,SEM BANDEIRA,1301.92,ESTORNADO,2023-08-25,COM DATA
1970,6150,BOLETO,10,SEM BANDEIRA,13601.42,PAGO,,SEM DATA
1971,5054,CARTÃO,5,AMERICAN EXPRESS,12122.55,PENDENTE,2024-10-16,COM DATA
1972,4840,PIX,3,SEM BANDEIRA,962.32,PENDENTE,2024-03-10,COM DATA
1973,12,BOLETO,0,SEM BANDEIRA,12557.02,ESTORNADO,2024-01-08,COM DATA
1974,3731,BOLETO,4,SEM BANDEIRA,11517.78,PAGO,2022-11-03,COM DATA
1975,2025,PIX,10,SEM BANDEIRA,1296.26,PAGO,2022-03-05,COM DATA
1976,8819,DINHEIRO,0,SEM BANDEIRA,3352.23,ESTORNADO,2022-11-01,COM DATA
1977,1881,DINHEIRO,9,SEM BANDEIRA,2226.14,PAGO,2025-03-06,COM DATA
1978,5092,CARTÃO,7,AMERICAN EXPRESS,5170.18,PENDENTE,2023-12-12,COM DATA
1979,6833,CARTÃO,12,AMERICAN EXPRESS,4521.6,ESTORNADO,2023-10-22,COM DATA
1980,1913,PIX,8,SEM BANDEIRA,14550.56,ESTORNADO,2024-08-24,COM DATA
1981,4293,DINHEIRO,7,SEM BANDEIRA,7102.77,PENDENTE,,SEM DATA
1982,5135,CARTÃO,2,SEM BANDEIRA,10266.54,PAGO,2022-03-12,COM DATA
1983,11678,PIX,5,SEM BANDEIRA,11859.48,PENDENTE,2024-02-22,COM DATA
1984,11630,DINHEIRO,5,SEM BANDEIRA,4082.89,PAGO,2023-07-21,COM DATA
1985,10052,CARTÃO,10,HIPERCARD,6493.4,ESTORNADO,2025-01-16,COM DATA
1986,9037,DINHEIRO,11,SEM BANDEIRA,1050.91,ESTORNADO,2022-11-11,COM DATA
1987,4181,CARTÃO,8,AMERICAN EXPRESS,0.0,PAGO,2023-10-21,COM DATA
1988,672,DINHEIRO,1,SEM BANDEIRA,4361.77,PAGO,2024-08-23,COM DATA
1989,8133,BOLETO,1,SEM BANDEIRA,6896.46,Estornado,2022-11-28,COM DATA
1990,9006,CARTÃO,2,SEM BANDEIRA,12984.53,PAGO,2024-09-11,COM DATA
1991,4286,DINHEIRO,-5,SEM BANDEIRA,6411.39,ESTORNADO,2022-03-17,COM DATA
1992,6569,DINHEIRO,1,SEM BANDEIRA,13313.92,ESTORNADO,2025-03-30,COM DATA
1993,9215,PIX,2,SEM BANDEIRA,14499.47,ESTORNADO,2024-08-15,COM DATA
1994,1448,DINHEIRO,12,SEM BANDEIRA,304.28,ESTORNADO,2025-02-05,COM DATA
1995,6100,BOLETO,3,SEM BANDEIRA,1117.31,PAGO,2022-12-30,COM DATA
1996,7557,DINHEIRO,9,SEM BANDEIRA,7367.205,PENDENTE,2023-03-27,COM DATA
1997,9100,PIX,9,SEM BANDEIRA,9792.31,PENDENTE,2024-01-15,COM DATA
1998,544,PIX,-5,SEM BANDEIRA,1248.32,ESTORNADO,2022-06-02,COM DATA
1999,9586,PIX,2,SEM BANDEIRA,57.99,ESTORNADO,2025-03-14,COM DATA
2000,5614,DINHEIRO,4,SEM BANDEIRA,7367.205,PAGO,,SEM DATA
2001,11043,DINHEIRO,3,SEM BANDEIRA,6496.58,PAGO,2022-08-01,COM DATA
2002,5965,BOLETO,0,SEM BANDEIRA,6670.09,PAGO,2024-10-19,COM DATA
2003,2997,DINHEIRO,0,SEM BANDEIRA,12261.0,ESTORNADO,2024-12-08,COM DATA
2004,9912,DINHEIRO,4,SEM BANDEIRA,14127.62,ESTORNADO,2024-04-21,COM DATA
2005,8130,PIX,3,SEM BANDEIRA,5752.53,PAGO,2023-11-17,COM DATA
2006,6345,DINHEIRO,10,SEM BANDEIRA,3904.06,ESTORNADO,2023-10-17,COM DATA
2007,2126,BOLETO,-5,SEM BANDEIRA,11624.3,PAGO,2023-06-14,COM DATA
2008,443,CARTÃO,8,ELO,12074.85,pago,2024-04-05,COM DATA
2009,3057,PIX,4,SEM BANDEIRA,6118.08,PENDENTE,2023-07-17,COM DATA
2010,22,DINHEIRO,-1,SEM BANDEIRA,2666.64,ESTORNADO,2023-02-26,COM DATA
2011,4774,DINHEIRO,8,SEM BANDEIRA,4231.37,PENDENTE,2022-10-07,COM DATA
2012,3221,DINHEIRO,5,SEM BANDEIRA,1689.66,ESTORNADO,2024-09-28,COM DATA
2013,7913,PIX,11,SEM BANDEIRA,13110.31,PENDENTE,2023-04-29,COM DATA
2014,356,DINHEIRO,2,SEM BANDEIRA,3968.51,PAGO,2023-12-06,COM DATA
2015,3006,DINHEIRO,1,SEM BANDEIRA,2802.23,PENDENTE,2025-01-14,COM DATA
2016,1962,CARTÃO,10,HIPERCARD,2751.35,ESTORNADO,2023-09-02,COM DATA
2017,11878,CARTÃO,4,HIPERCARD,7367.205,Pago,2024-01-15,COM DATA
2018,491,DINHEIRO,5,SEM BANDEIRA,631.62,PAGO,2023-04-12,COM DATA
2019,5756,PIX,4,SEM BANDEIRA,6504.24,PENDENTE,2024-07-14,COM DATA
2020,8292,CARTÃO,11,MASTERCARD,11792.41,PENDENTE,2023-07-02,COM DATA
2021,9025,BOLETO,-5,SEM BANDEIRA,8822.6,PAGO,2022-04-21,COM DATA
2022,5925,CARTÃO,4,VISA,12504.41,ESTORNADO,2022-12-05,COM DATA
2023,11224,DINHEIRO,6,SEM BANDEIRA,3985.76,PAGO,2023-03-03,COM DATA
2024,422,PIX,3,SEM BANDEIRA,7367.205,ESTORNADO,2022-03-21,COM DATA
2025,10487,CARTÃO,-5,SEM BANDEIRA,4528.33,PAGO,2024-09-21,COM DATA
2026,3352,CARTÃO,5,SEM BANDEIRA,12468.79,PENDENTE,2024-11-21,COM DATA
2027,7154,BOLETO,3,SEM BANDEIRA,8811.49,PAGO,2023-11-25,COM DATA
2028,3993,PIX,9,SEM BANDEIRA,1876.52,PENDENTE,2024-11-15,COM DATA
2029,9588,PIX,12,SEM BANDEIRA,12682.7,ESTORNADO,2024-04-25,COM DATA
2030,5917,BOLETO,0,SEM BANDEIRA,9027.99,PAGO,2023-09-07,COM DATA
2031,7406,DINHEIRO,8,SEM BANDEIRA,4087.21,ESTORNADO,2023-05-24,COM DATA
2032,7700,PIX,1,SEM BANDEIRA,7412.03,ESTORNADO,2023-06-28,COM DATA
2033,1729,DINHEIRO,7,SEM BANDEIRA,2005.93,ESTORNADO,2024-07-11,COM DATA
2034,4318,PIX,7,SEM BANDEIRA,4530.87,PAGO ,2023-02-18,COM DATA
2035,8134,PIX,1,SEM BANDEIRA,5097.99,PENDENTE,2022-09-09,COM DATA
2036,9147,CARTÃO,0,HIPERCARD,5607.72,ESTORNADO,2025-04-03,COM DATA
2037,8237,DINHEIRO,12,SEM BANDEIRA,781.21,PAGO,2025-04-09,COM DATA
2038,6406,DINHEIRO,1,SEM BANDEIRA,11680.98,ESTORNADO,2022-02-20,COM DATA
2039,548,BOLETO,6,SEM BANDEIRA,7367.205,Pagoo,2023-05-02,COM DATA
2040,9350,DINHEIRO,4,SEM BANDEIRA,7506.62,PAGO,2022-05-09,COM DATA
2041,3462,BOLETO,5,SEM BANDEIRA,14289.82,PENDENTE,2022-01-17,COM DATA
2042,4899,PIX,3,SEM BANDEIRA,4423.31,ESTORNADO,2023-02-02,COM DATA
2043,2728,DINHEIRO,10,SEM BANDEIRA,12310.06,PENDENTE,2025-03-06,COM DATA
2044,6360,DINHEIRO,11,SEM BANDEIRA,1342.92,PENDENTE,2024-04-06,COM DATA
2045,2363,CARTÃO,10,SEM BANDEIRA,4201.65,PAGO,2024-03-06,COM DATA
2046,8510,PIX,2,SEM BANDEIRA,9926.1,ESTORNADO,2024-02-25,COM DATA
2047,2251,CARTÃO,1,MASTERCARD,3413.82,PAGO,2023-09-09,COM DATA
2048,8534,BOLETO,8,SEM BANDEIRA,7531.62,PAGO,2024-02-01,COM DATA
2049,7543,DINHEIRO,9,SEM BANDEIRA,10161.48,PAGO,2023-06-25,COM DATA
2050,6787,CARTÃO,3,HIPERCARD,7014.04,PENDENTE,2024-11-10,COM DATA
2051,10668,DINHEIRO,12,SEM BANDEIRA,1514.28,PENDENTE,2024-04-17,COM DATA
2052,10180,CARTÃO,4,ELO,4762.65,ESTORNADO,2024-05-16,COM DATA
2053,10572,CARTÃO,8,SEM BANDEIRA,10080.84,ESTORNADO,2022-06-08,COM DATA
2054,8046,PIX,1,SEM BANDEIRA,5467.18,PAGO,2022-02-12,COM DATA
2055,2175,DINHEIRO,1,SEM BANDEIRA,7367.205,PENDENTE,2022-01-13,COM DATA
2056,11539,BOLETO,2,SEM BANDEIRA,3327.96,PENDENTE,2023-02-16,COM DATA
2057,1807,BOLETO,8,SEM BANDEIRA,3603.32,PAGO,2022-03-30,COM DATA
2058,3298,DINHEIRO,2,SEM BANDEIRA,13566.84,PENDENTE,2022-04-21,COM DATA
2059,6639,PIX,0,SEM BANDEIRA,880.5,PENDENTE,,SEM DATA
2060,1246,PIX,3,SEM BANDEIRA,1266.77,ESTORNADO,2023-04-16,COM DATA
2061,3791,PIX,11,SEM BANDEIRA,12978.28,PENDENTE,2023-08-31,COM DATA
2062,1774,CARTÃO,0,HIPERCARD,2235.63,PAGO,2022-03-12,COM DATA
2063,1062,BOLETO,12,SEM BANDEIRA,4585.63,ESTORNADO,2023-02-20,COM DATA
2064,107,BOLETO,0,SEM BANDEIRA,10635.85,PENDENTE,2024-07-12,COM DATA
2065,541,BOLETO,2,SEM BANDEIRA,11798.62,PAGO,2023-04-04,COM DATA
2066,9264,DINHEIRO,2,SEM BANDEIRA,6747.23,CANCELADO,2025-02-26,COM DATA
2067,1134,PIX,11,SEM BANDEIRA,5220.48,PENDENTE,2023-08-12,COM DATA
2068,458,BOLETO,12,SEM BANDEIRA,4513.66,PENDENTE,2024-01-25,COM DATA
2069,8151,CANCELADO,6,SEM BANDEIRA,120.46,PENDENTE,2022-11-24,COM DATA
2070,2109,DINHEIRO,12,SEM BANDEIRA,12289.85,CANCELADO,2022-01-07,COM DATA
2071,1115,BOLETO,10,SEM BANDEIRA,72.25,ESTORNADO,2024-12-08,COM DATA
2072,8044,DINHEIRO,1,SEM BANDEIRA,1287.71,ESTORNADO,2024-04-01,COM DATA
2073,462,DINHEIRO,8,SEM BANDEIRA,3050.16,PENDENTE,2022-09-04,COM DATA
2074,6036,DINHEIRO,4,SEM BANDEIRA,12835.13,ESTORNADO,2023-06-29,COM DATA
2075,8601,DINHEIRO,11,SEM BANDEIRA,7103.8,PENDENTE,2023-05-04,COM DATA
2076,5458,BOLETO,4,SEM BANDEIRA,8064.96,PENDENTE,2024-02-18,COM DATA
2077,6977,PIX,3,SEM BANDEIRA,7367.205,PENDENTE,2023-05-18,COM DATA
2078,7838,CARTÃO,1,AMERICAN EXPRESS,4827.63,PENDENTE,,SEM DATA
2079,4535,DINHEIRO,5,SEM BANDEIRA,7211.22,PAGO,2022-12-05,COM DATA
2080,2252,CARTÃO,-1,AMERICAN EXPRESS,6618.63,PENDENTE,2022-04-24,COM DATA
2081,7903,DINHEIRO,12,SEM BANDEIRA,7248.09,ESTORNADO,,SEM DATA
2082,8110,BOLETO,1,SEM BANDEIRA,12858.59,PAGO,2023-12-23,COM DATA
2083,3055,BOLETO,4,SEM BANDEIRA,3008.02,PAGO,2023-07-12,COM DATA
2084,10299,BOLETO,5,SEM BANDEIRA,12031.94,PAGO,2022-08-23,COM DATA
2085,23,PIX,9,SEM BANDEIRA,11999.45,ESTORNADO,2024-07-07,COM DATA
2086,10183,CARTÃO,9,SEM BANDEIRA,4614.16,ESTORNADO,2024-04-23,COM DATA
2087,2644,DINHEIRO,-1,SEM BANDEIRA,4542.28,PENDENTE,2022-12-14,COM DATA
2088,4096,BOLETO,1,SEM BANDEIRA,7363.07,Pendente,2024-08-25,COM DATA
2089,11184,DINHEIRO,1,SEM BANDEIRA,11945.67,PAGO,,SEM DATA
2090,11054,CANCELADO,11,SEM BANDEIRA,1618.28,PENDENTE,2022-09-07,COM DATA
2091,3229,DINHEIRO,7,SEM BANDEIRA,5407.65,PAGO,2022-08-27,COM DATA
2092,1621,BOLETO,12,SEM BANDEIRA,7112.19,PAGO,2022-07-30,COM DATA
2093,10173,BOLETO,9,SEM BANDEIRA,1711.29,PAGO,2023-08-06,COM DATA
2094,6754,PIX,3,SEM BANDEIRA,7367.205,PAGO,2024-10-27,COM DATA
2095,8530,DINHEIRO,7,SEM BANDEIRA,5472.53,PENDENTE,2022-07-28,COM DATA
2096,5115,BOLETO,12,SEM BANDEIRA,9596.18,PAGO,2022-10-09,COM DATA
2097,5887,DINHEIRO,9,SEM BANDEIRA,0.0,PAGO,2022-12-23,COM DATA
2098,7809,PIX,11,SEM BANDEIRA,3655.59,PAGO,2022-03-22,COM DATA
2099,7768,DINHEIRO,1,SEM BANDEIRA,4677.83,PAGO,2024-03-20,COM DATA
2100,4955,PIX,9,SEM BANDEIRA,7367.205,PENDENTE,2022-03-15,COM DATA
2101,6069,PIX,1,SEM BANDEIRA,10325.08,ESTORNADO,2022-05-13,COM DATA
2102,8714,CARTÃO,10,SEM BANDEIRA,2684.67,PENDENTE,2022-12-13,COM DATA
2103,8377,CARTÃO,7,SEM BANDEIRA,9728.6,Estornado,2023-04-21,COM DATA
2104,7482,PIX,2,ELO,7825.54,ESTORNADO,2023-10-02,COM DATA
2105,935,BOLETO,1,SEM BANDEIRA,12230.13,ESTORNADO,2024-03-29,COM DATA
2106,5678,CANCELADO,7,SEM BANDEIRA,7578.44,ESTORNADO,2025-02-05,COM DATA
2107,5882,BOLETO,12,SEM BANDEIRA,2586.3,PAGO ,2024-04-26,COM DATA
2108,5807,PIX,12,SEM BANDEIRA,10565.91,PAGO,2023-12-30,COM DATA
2109,161,BOLETO,12,SEM BANDEIRA,475.97,PAGO,2024-08-12,COM DATA
2110,648,CARTÃO,11,AMERICAN EXPRESS,2603.89,ESTORNADO,2023-04-17,COM DATA
2111,5034,DINHEIRO,12,SEM BANDEIRA,10236.22,ESTORNADO,2024-10-16,COM DATA
2112,3563,PIX,0,SEM BANDEIRA,4601.08,PAGO,2023-11-16,COM DATA
2113,9527,BOLETO,11,SEM BANDEIRA,7367.205,PAGO,2022-04-02,COM DATA
2114,8206,CARTÃO,5,VISA,1155.52,PENDENTE,2023-01-28,COM DATA
2115,1053,BOLETO,-1,SEM BANDEIRA,9106.6,PENDENTE,2022-09-23,COM DATA
2116,6740,PIX,2,SEM BANDEIRA,13064.41,PAGO,2025-03-15,COM DATA
2117,776,DINHEIRO,3,SEM BANDEIRA,10275.8,PAGO,2022-06-07,COM DATA
2118,9829,DINHEIRO,12,SEM BANDEIRA,8314.81,PENDENTE,2023-03-13,COM DATA
2119,11038,CARTÃO,-5,MASTERCARD,6857.94,ESTORNADO,2022-06-23,COM DATA
2120,11970,CARTÃO,5,SEM BANDEIRA,1719.77,ESTORNADO,2023-12-14,COM DATA
2121,5227,BOLETO,10,SEM BANDEIRA,2906.73,ESTORNADO,2023-01-27,COM DATA
2122,9561,CARTÃO,8,ELO,1235.63,ESTORNADO,2024-08-16,COM DATA
2123,1224,BOLETO,4,SEM BANDEIRA,6890.37,ESTORNADO,2023-08-02,COM DATA
2124,591,DINHEIRO,9,SEM BANDEIRA,10628.93,ESTORNADO,2022-10-05,COM DATA
2125,1735,BOLETO,12,SEM BANDEIRA,599.71,PAGO,2022-08-05,COM DATA
2126,6014,CARTAO,9,SEM BANDEIRA,10398.9,PENDENTE,2022-11-02,COM DATA
2127,2066,BOLETO,5,SEM BANDEIRA,12359.41,PENDENTE,2022-01-29,COM DATA
2128,2573,BOLETO,8,SEM BANDEIRA,11652.84,ESTORNADO,2025-03-05,COM DATA
2129,7912,BOLETO,-1,SEM BANDEIRA,12173.06,ESTORNADO,2024-10-21,COM DATA
2130,9395,BOLETO,5,MASTERCARD,6071.07,ESTORNADO,2023-08-14,COM DATA
2131,4055,PIX,5,SEM BANDEIRA,13836.46,ESTORNADO,2023-05-19,COM DATA
2132,7542,BOLETO,4,SEM BANDEIRA,7367.205,PAGO,2022-11-14,COM DATA
2133,1197,BOLETO,-1,SEM BANDEIRA,7367.205,PAGO,2022-04-19,COM DATA
2134,5907,CARTÃO,3,ELO,1149.3,ESTORNADO,2023-02-14,COM DATA
2135,2230,BOLETO,7,SEM BANDEIRA,1816.39,PENDENTE,2022-06-24,COM DATA
2136,5398,BOLETO,4,SEM BANDEIRA,6590.05,PENDENTE,2023-09-29,COM DATA
2137,2998,CARTÃO,3,ELO,2938.91,ESTORNADO,2022-12-18,COM DATA
2138,11019,BOLETO,1,SEM BANDEIRA,13892.34,PENDENTE,2023-06-15,COM DATA
2139,4829,CARTÃO,6,SEM BANDEIRA,2728.89,ESTORNADO,2023-09-19,COM DATA
2140,867,PIX,7,SEM BANDEIRA,150.46,ESTORNADO,2023-04-12,COM DATA
2141,10207,BOLETO,-5,SEM BANDEIRA,0.0,ESTORNADO,,SEM DATA
2142,991,CARTÃO,3,ELO,12639.26,ESTORNADO,2023-08-31,COM DATA
2143,6460,PIX,4,SEM BANDEIRA,1992.81,PAGO,2023-07-02,COM DATA
2144,7536,BOLETO,3,SEM BANDEIRA,10291.47,PAGO,2023-12-27,COM DATA
2145,5801,DINHEIRO,12,SEM BANDEIRA,7615.97,PAGO,2022-08-07,COM DATA
2146,2175,CARTÃO,11,MASTERCARD,4212.3,PAGO,2023-07-09,COM DATA
2147,4535,PIX,5,SEM BANDEIRA,10931.45,PENDENTE,2022-10-06,COM DATA
2148,2151,CARTÃO,1,ELO,7162.88,ESTORNADO,2024-05-10,COM DATA
2149,4472,CARTÃO,4,SEM BANDEIRA,9381.75,PENDENTE,2024-12-01,COM DATA
2150,9961,PIX,0,SEM BANDEIRA,8685.45,pago,2024-12-04,COM DATA
2151,9327,DINHEIRO,6,SEM BANDEIRA,3264.31,PENDENTE,2025-02-12,COM DATA
2152,497,BOLETO,1,SEM BANDEIRA,7155.12,PAGO,2022-06-25,COM DATA
2153,8474,BOLETO,1,SEM BANDEIRA,13407.98,PAGO,2022-01-01,COM DATA
2154,7735,CARTÃO,3,SEM BANDEIRA,432.24,ESTORNADO,2023-10-25,COM DATA
2155,620,CARTÃO,4,AMERICAN EXPRESS,3161.38,PENDENTE,2023-02-09,COM DATA
2156,226,PIX,-5,SEM BANDEIRA,12958.59,ESTORNADO,2024-05-16,COM DATA
2157,5728,PIX,6,SEM BANDEIRA,5123.31,ESTORNADO,2023-05-24,COM DATA
2158,4773,DINHEIRO,3,SEM BANDEIRA,6690.79,ESTORNADO,2025-02-07,COM DATA
2159,5308,PIX,11,SEM BANDEIRA,14317.37,PENDENTE,2023-08-10,COM DATA
2160,6188,DINHEIRO,5,SEM BANDEIRA,14530.41,PENDENTE,2022-06-04,COM DATA
2161,1410,PIX,7,SEM BANDEIRA,9691.53,PENDENTE,2023-10-12,COM DATA
2162,7745,PIX,2,SEM BANDEIRA,14505.89,PENDENTE,2023-05-21,COM DATA
2163,7186,PIX,5,SEM BANDEIRA,7367.205,PENDENTE,2024-06-03,COM DATA
2164,9659,CARTÃO,1,SEM BANDEIRA,12508.52,PAGO,2024-09-17,COM DATA
2165,1186,CARTÃO,4,ELO,92.8,ESTORNADO,2024-03-06,COM DATA
2166,114,PIX,6,SEM BANDEIRA,13754.76,ESTORNADO,2023-05-19,COM DATA
2167,6647,BOLETO,11,SEM BANDEIRA,2851.94,ESTORNADO,2022-02-26,COM DATA
2168,713,DINHEIRO,1,SEM BANDEIRA,392.91,Pago,2024-09-26,COM DATA
2169,4649,CARTÃO,7,SEM BANDEIRA,8406.09,PAGO,2024-01-03,COM DATA
2170,8025,BOLETO,1,SEM BANDEIRA,11091.02,PENDENTE,2024-09-28,COM DATA
